ranking,features
"(1, 0)",afvi_median
"(24, 2)",afvi_median_wet
"(61, 4)",avi_median_dry
"(13, 5)",avi_median_wet
"(14, 6)",awei_median
"(55, 8)",awei_median_wet
"(48, 9)",blue_median
"(41, 12)",blue_stdDev
"(52, 14)",brba_median_dry
"(11, 16)",brightness_median
"(42, 19)",bsi_median
"(44, 20)",bsi_median_1
"(25, 21)",bsi_median_2
"(3, 25)",dswi5_median
"(31, 27)",dswi5_median_wet
"(29, 28)",evi_median
"(1, 30)",evi_median_wet
"(4, 31)",gcvi_median
"(54, 32)",gcvi_median_dry
"(49, 33)",gcvi_median_wet
"(20, 34)",gemi_median
"(30, 35)",gemi_median_dry
"(39, 36)",gemi_median_wet
"(37, 37)",gli_median
"(50, 38)",gli_median_dry
"(57, 39)",gli_median_wet
"(36, 40)",green_median
"(1, 43)",green_stdDev
"(5, 44)",gvmi_median
"(35, 46)",gvmi_median_wet
"(1, 48)",iia_median
"(53, 49)",iia_median_dry
"(51, 50)",iia_median_wet
"(17, 51)",lswi_median
"(1, 54)",mbi_median
"(58, 57)",nddi_median
"(1, 59)",nddi_median_wet
"(45, 60)",ndvi_median
"(9, 62)",ndvi_median_wet
"(22, 63)",ndwi_median
"(16, 65)",ndwi_median_wet
"(59, 67)",nir_median_contrast
"(38, 68)",nir_median_dry
"(60, 70)",nir_median_wet
"(15, 71)",nir_stdDev
"(2, 72)",osavi_median
"(23, 74)",osavi_median_wet
"(43, 75)",ratio_median
"(8, 77)",ratio_median_wet
"(6, 78)",red_median
"(27, 82)",red_median_wet
"(10, 83)",red_stdDev
"(7, 84)",ri_median
"(18, 85)",ri_median_dry
"(33, 87)",rvi_median
"(12, 89)",rvi_median_wet
"(34, 90)",shape_median
"(19, 93)",solpe
"(1, 94)",swir1_median
"(56, 96)",swir1_median_wet
"(46, 97)",swir1_stdDev
"(28, 98)",swir2_median
"(40, 99)",swir2_median_dry
"(32, 100)",swir2_median_wet
"(21, 101)",swir2_stdDev
"(47, 104)",ui_median_wet
"(1, 105)",wetness_median
"(26, 107)",wetness_median_wet
