ranking,features
"(12, 1)",afvi_median_dry
"(1, 2)",afvi_median_wet
"(57, 3)",avi_median
"(11, 4)",avi_median_dry
"(55, 5)",avi_median_wet
"(61, 6)",awei_median
"(42, 7)",awei_median_dry
"(54, 8)",awei_median_wet
"(1, 9)",blue_median
"(3, 10)",blue_median_dry
"(53, 11)",blue_median_wet
"(60, 13)",brba_median
"(51, 17)",brightness_median_dry
"(28, 21)",bsi_median_2
"(27, 25)",dswi5_median
"(1, 26)",dswi5_median_dry
"(14, 27)",dswi5_median_wet
"(45, 28)",evi_median
"(58, 29)",evi_median_dry
"(41, 31)",gcvi_median
"(47, 32)",gcvi_median_dry
"(20, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(19, 35)",gemi_median_dry
"(2, 36)",gemi_median_wet
"(5, 37)",gli_median
"(38, 38)",gli_median_dry
"(35, 41)",green_median_dry
"(36, 43)",green_stdDev
"(49, 44)",gvmi_median
"(1, 45)",gvmi_median_dry
"(15, 46)",gvmi_median_wet
"(37, 48)",iia_median
"(17, 50)",iia_median_wet
"(24, 51)",lswi_median
"(23, 52)",lswi_median_dry
"(22, 53)",lswi_median_wet
"(44, 56)",mbi_median_wet
"(62, 57)",nddi_median
"(1, 59)",nddi_median_wet
"(43, 61)",ndvi_median_dry
"(33, 64)",ndwi_median_dry
"(7, 65)",ndwi_median_wet
"(59, 66)",nir_median
"(13, 70)",nir_median_wet
"(39, 71)",nir_stdDev
"(9, 72)",osavi_median
"(4, 73)",osavi_median_dry
"(50, 75)",ratio_median
"(48, 76)",ratio_median_dry
"(32, 78)",red_median
"(40, 83)",red_stdDev
"(21, 84)",ri_median
"(31, 85)",ri_median_dry
"(25, 86)",ri_median_wet
"(1, 87)",rvi_median
"(52, 88)",rvi_median_1
"(30, 90)",shape_median
"(16, 91)",shape_median_dry
"(18, 93)",solpe
"(10, 95)",swir1_median_dry
"(46, 96)",swir1_median_wet
"(26, 99)",swir2_median_dry
"(29, 100)",swir2_median_wet
"(34, 102)",ui_median
"(6, 103)",ui_median_dry
"(8, 104)",ui_median_wet
"(56, 106)",wetness_median_dry
