ranking,features
"(42, 1)",afvi_median_dry
"(49, 2)",afvi_median_wet
"(6, 4)",avi_median_dry
"(26, 6)",awei_median
"(53, 7)",awei_median_dry
"(39, 8)",awei_median_wet
"(40, 9)",blue_median
"(17, 11)",blue_median_wet
"(56, 12)",blue_stdDev
"(36, 14)",brba_median_dry
"(12, 15)",brba_median_wet
"(8, 16)",brightness_median
"(1, 17)",brightness_median_dry
"(57, 21)",bsi_median_2
"(5, 22)",cvi_median
"(45, 23)",cvi_median_dry
"(2, 24)",cvi_median_wet
"(19, 25)",dswi5_median
"(9, 26)",dswi5_median_dry
"(41, 27)",dswi5_median_wet
"(1, 29)",evi_median_dry
"(28, 31)",gcvi_median
"(20, 32)",gcvi_median_dry
"(4, 33)",gcvi_median_wet
"(51, 34)",gemi_median
"(1, 35)",gemi_median_dry
"(31, 37)",gli_median
"(59, 39)",gli_median_wet
"(1, 40)",green_median
"(3, 41)",green_median_dry
"(27, 42)",green_median_wet
"(50, 43)",green_stdDev
"(33, 44)",gvmi_median
"(23, 45)",gvmi_median_dry
"(21, 49)",iia_median_dry
"(29, 50)",iia_median_wet
"(61, 51)",lswi_median
"(24, 52)",lswi_median_dry
"(46, 54)",mbi_median
"(1, 56)",mbi_median_wet
"(14, 60)",ndvi_median
"(16, 61)",ndvi_median_dry
"(60, 64)",ndwi_median_dry
"(10, 68)",nir_median_dry
"(37, 69)",nir_median_dry_contrast
"(38, 73)",osavi_median_dry
"(54, 74)",osavi_median_wet
"(48, 75)",ratio_median
"(47, 76)",ratio_median_dry
"(18, 78)",red_median
"(15, 79)",red_median_contrast
"(13, 80)",red_median_dry
"(25, 82)",red_median_wet
"(1, 83)",red_stdDev
"(35, 84)",ri_median
"(11, 85)",ri_median_dry
"(43, 86)",ri_median_wet
"(58, 88)",rvi_median_1
"(52, 89)",rvi_median_wet
"(44, 90)",shape_median
"(22, 92)",shape_median_wet
"(62, 93)",solpe
"(1, 94)",swir1_median
"(7, 96)",swir1_median_wet
"(32, 99)",swir2_median_dry
"(55, 100)",swir2_median_wet
"(34, 105)",wetness_median
"(30, 106)",wetness_median_dry
