ranking,features
"(49, 1)",afvi_median_dry
"(48, 2)",afvi_median_wet
"(1, 3)",avi_median
"(7, 4)",avi_median_dry
"(15, 5)",avi_median_wet
"(60, 6)",awei_median
"(42, 8)",awei_median_wet
"(52, 9)",blue_median
"(11, 10)",blue_median_dry
"(36, 12)",blue_stdDev
"(1, 16)",brightness_median
"(4, 17)",brightness_median_dry
"(25, 24)",cvi_median_wet
"(38, 26)",dswi5_median_dry
"(45, 28)",evi_median
"(57, 29)",evi_median_dry
"(43, 30)",evi_median_wet
"(46, 31)",gcvi_median
"(32, 32)",gcvi_median_dry
"(29, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(30, 35)",gemi_median_dry
"(19, 36)",gemi_median_wet
"(14, 37)",gli_median
"(1, 38)",gli_median_dry
"(26, 40)",green_median
"(53, 42)",green_median_wet
"(21, 43)",green_stdDev
"(56, 44)",gvmi_median
"(27, 47)",hillshade
"(62, 48)",iia_median
"(37, 49)",iia_median_dry
"(16, 50)",iia_median_wet
"(54, 52)",lswi_median_dry
"(50, 58)",nddi_median_dry
"(1, 61)",ndvi_median_dry
"(58, 65)",ndwi_median_wet
"(3, 66)",nir_median
"(8, 68)",nir_median_dry
"(28, 70)",nir_median_wet
"(51, 71)",nir_stdDev
"(18, 72)",osavi_median
"(9, 73)",osavi_median_dry
"(10, 74)",osavi_median_wet
"(41, 75)",ratio_median
"(1, 76)",ratio_median_dry
"(35, 77)",ratio_median_wet
"(59, 78)",red_median
"(24, 80)",red_median_dry
"(31, 83)",red_stdDev
"(33, 84)",ri_median
"(17, 85)",ri_median_dry
"(2, 86)",ri_median_wet
"(20, 87)",rvi_median
"(5, 88)",rvi_median_1
"(47, 89)",rvi_median_wet
"(39, 90)",shape_median
"(6, 91)",shape_median_dry
"(44, 95)",swir1_median_dry
"(55, 96)",swir1_median_wet
"(23, 97)",swir1_stdDev
"(34, 98)",swir2_median
"(13, 100)",swir2_median_wet
"(1, 101)",swir2_stdDev
"(61, 103)",ui_median_dry
"(12, 105)",wetness_median
"(40, 106)",wetness_median_dry
"(22, 107)",wetness_median_wet
