ranking,features
"(2, 0)",afvi_median
"(1, 2)",afvi_median_wet
"(1, 3)",avi_median
"(46, 5)",avi_median_wet
"(38, 6)",awei_median
"(39, 7)",awei_median_dry
"(1, 8)",awei_median_wet
"(1, 9)",blue_median
"(1, 10)",blue_median_dry
"(40, 15)",brba_median_wet
"(1, 16)",brightness_median
"(23, 17)",brightness_median_dry
"(1, 26)",dswi5_median_dry
"(21, 29)",evi_median_dry
"(1, 31)",gcvi_median
"(17, 32)",gcvi_median_dry
"(12, 33)",gcvi_median_wet
"(25, 34)",gemi_median
"(1, 35)",gemi_median_dry
"(26, 37)",gli_median
"(1, 38)",gli_median_dry
"(1, 41)",green_median_dry
"(18, 42)",green_median_wet
"(11, 43)",green_stdDev
"(1, 45)",gvmi_median_dry
"(3, 46)",gvmi_median_wet
"(29, 48)",iia_median
"(19, 49)",iia_median_dry
"(1, 50)",iia_median_wet
"(32, 51)",lswi_median
"(14, 52)",lswi_median_dry
"(7, 53)",lswi_median_wet
"(20, 54)",mbi_median
"(6, 55)",mbi_median_dry
"(1, 56)",mbi_median_wet
"(42, 57)",nddi_median
"(1, 59)",nddi_median_wet
"(5, 60)",ndvi_median
"(47, 61)",ndvi_median_dry
"(27, 63)",ndwi_median
"(10, 64)",ndwi_median_dry
"(36, 65)",ndwi_median_wet
"(8, 66)",nir_median
"(43, 68)",nir_median_dry
"(28, 71)",nir_stdDev
"(15, 72)",osavi_median
"(1, 73)",osavi_median_dry
"(4, 75)",ratio_median
"(44, 76)",ratio_median_dry
"(24, 78)",red_median
"(1, 80)",red_median_dry
"(1, 83)",red_stdDev
"(1, 84)",ri_median
"(45, 85)",ri_median_dry
"(16, 86)",ri_median_wet
"(13, 88)",rvi_median_1
"(34, 90)",shape_median
"(37, 91)",shape_median_dry
"(35, 93)",solpe
"(9, 94)",swir1_median
"(33, 95)",swir1_median_dry
"(48, 98)",swir2_median
"(30, 100)",swir2_median_wet
"(31, 102)",ui_median
"(1, 103)",ui_median_dry
"(1, 104)",ui_median_wet
"(41, 105)",wetness_median
"(22, 106)",wetness_median_dry
