ranking,features
"(5, 2)",afvi_median_wet
"(19, 6)",awei_median
"(10, 7)",awei_median_dry
"(26, 8)",awei_median_wet
"(6, 9)",blue_median
"(35, 10)",blue_median_dry
"(43, 12)",blue_stdDev
"(20, 14)",brba_median_dry
"(9, 16)",brightness_median
"(28, 18)",brightness_median_wet
"(41, 19)",bsi_median
"(51, 21)",bsi_median_2
"(52, 22)",cvi_median
"(25, 24)",cvi_median_wet
"(62, 25)",dswi5_median
"(42, 26)",dswi5_median_dry
"(34, 27)",dswi5_median_wet
"(24, 32)",gcvi_median_dry
"(16, 33)",gcvi_median_wet
"(37, 39)",gli_median_wet
"(29, 42)",green_median_wet
"(54, 43)",green_stdDev
"(1, 44)",gvmi_median
"(22, 45)",gvmi_median_dry
"(1, 46)",gvmi_median_wet
"(44, 47)",hillshade
"(30, 49)",iia_median_dry
"(14, 50)",iia_median_wet
"(47, 51)",lswi_median
"(33, 52)",lswi_median_dry
"(18, 53)",lswi_median_wet
"(56, 54)",mbi_median
"(55, 55)",mbi_median_dry
"(39, 56)",mbi_median_wet
"(27, 57)",nddi_median
"(38, 58)",nddi_median_dry
"(11, 59)",nddi_median_wet
"(40, 60)",ndvi_median
"(2, 62)",ndvi_median_wet
"(45, 63)",ndwi_median
"(61, 64)",ndwi_median_dry
"(1, 65)",ndwi_median_wet
"(57, 70)",nir_median_wet
"(32, 71)",nir_stdDev
"(60, 73)",osavi_median_dry
"(59, 75)",ratio_median
"(31, 76)",ratio_median_dry
"(13, 77)",ratio_median_wet
"(1, 79)",red_median_contrast
"(21, 80)",red_median_dry
"(53, 82)",red_median_wet
"(4, 83)",red_stdDev
"(1, 85)",ri_median_dry
"(17, 86)",ri_median_wet
"(1, 87)",rvi_median
"(12, 89)",rvi_median_wet
"(58, 90)",shape_median
"(3, 91)",shape_median_dry
"(50, 92)",shape_median_wet
"(15, 93)",solpe
"(1, 94)",swir1_median
"(46, 95)",swir1_median_dry
"(23, 96)",swir1_median_wet
"(36, 97)",swir1_stdDev
"(48, 98)",swir2_median
"(49, 100)",swir2_median_wet
"(8, 104)",ui_median_wet
"(7, 105)",wetness_median
