ranking,features
"(1, 0)",afvi_median
"(46, 2)",afvi_median_wet
"(25, 5)",avi_median_wet
"(22, 6)",awei_median
"(55, 7)",awei_median_dry
"(5, 8)",awei_median_wet
"(45, 9)",blue_median
"(42, 12)",blue_stdDev
"(1, 13)",brba_median
"(34, 14)",brba_median_dry
"(26, 15)",brba_median_wet
"(39, 16)",brightness_median
"(13, 19)",bsi_median
"(21, 20)",bsi_median_1
"(40, 23)",cvi_median_dry
"(38, 25)",dswi5_median
"(48, 26)",dswi5_median_dry
"(56, 27)",dswi5_median_wet
"(43, 29)",evi_median_dry
"(6, 30)",evi_median_wet
"(51, 31)",gcvi_median
"(44, 32)",gcvi_median_dry
"(31, 33)",gcvi_median_wet
"(1, 36)",gemi_median_wet
"(33, 40)",green_median
"(32, 41)",green_median_dry
"(30, 42)",green_median_wet
"(7, 43)",green_stdDev
"(11, 44)",gvmi_median
"(36, 45)",gvmi_median_dry
"(19, 46)",gvmi_median_wet
"(28, 49)",iia_median_dry
"(52, 50)",iia_median_wet
"(15, 51)",lswi_median
"(18, 55)",mbi_median_dry
"(27, 56)",mbi_median_wet
"(20, 57)",nddi_median
"(58, 59)",nddi_median_wet
"(1, 60)",ndvi_median
"(47, 61)",ndvi_median_dry
"(1, 63)",ndwi_median
"(23, 65)",ndwi_median_wet
"(9, 68)",nir_median_dry
"(41, 70)",nir_median_wet
"(59, 71)",nir_stdDev
"(29, 72)",osavi_median
"(2, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(10, 78)",red_median
"(50, 80)",red_median_dry
"(49, 81)",red_median_dry_contrast
"(16, 85)",ri_median_dry
"(61, 86)",ri_median_wet
"(4, 87)",rvi_median
"(37, 88)",rvi_median_1
"(57, 90)",shape_median
"(53, 92)",shape_median_wet
"(8, 94)",swir1_median
"(17, 96)",swir1_median_wet
"(60, 97)",swir1_stdDev
"(3, 98)",swir2_median
"(24, 100)",swir2_median_wet
"(62, 101)",swir2_stdDev
"(1, 102)",ui_median
"(54, 103)",ui_median_dry
"(35, 104)",ui_median_wet
"(12, 105)",wetness_median
"(14, 107)",wetness_median_wet
