ranking,features
"(25, 0)",afvi_median
"(1, 3)",avi_median
"(10, 4)",avi_median_dry
"(1, 5)",avi_median_wet
"(26, 6)",awei_median
"(7, 7)",awei_median_dry
"(13, 8)",awei_median_wet
"(1, 9)",blue_median
"(22, 10)",blue_median_dry
"(6, 14)",brba_median_dry
"(2, 16)",brightness_median
"(31, 17)",brightness_median_dry
"(14, 18)",brightness_median_wet
"(4, 19)",bsi_median
"(1, 20)",bsi_median_1
"(1, 21)",bsi_median_2
"(1, 22)",cvi_median
"(1, 25)",dswi5_median
"(1, 26)",dswi5_median_dry
"(1, 27)",dswi5_median_wet
"(18, 28)",evi_median
"(1, 29)",evi_median_dry
"(28, 32)",gcvi_median_dry
"(23, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(1, 35)",gemi_median_dry
"(24, 36)",gemi_median_wet
"(1, 37)",gli_median
"(30, 38)",gli_median_dry
"(1, 40)",green_median
"(12, 41)",green_median_dry
"(1, 44)",gvmi_median
"(1, 45)",gvmi_median_dry
"(1, 46)",gvmi_median_wet
"(29, 48)",iia_median
"(1, 49)",iia_median_dry
"(27, 50)",iia_median_wet
"(19, 51)",lswi_median
"(1, 52)",lswi_median_dry
"(11, 53)",lswi_median_wet
"(1, 54)",mbi_median
"(1, 55)",mbi_median_dry
"(1, 56)",mbi_median_wet
"(1, 57)",nddi_median
"(5, 58)",nddi_median_dry
"(1, 61)",ndvi_median_dry
"(8, 63)",ndwi_median
"(1, 66)",nir_median
"(1, 68)",nir_median_dry
"(15, 71)",nir_stdDev
"(1, 73)",osavi_median_dry
"(32, 76)",ratio_median_dry
"(33, 84)",ri_median
"(20, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(34, 88)",rvi_median_1
"(16, 90)",shape_median
"(1, 94)",swir1_median
"(1, 95)",swir1_median_dry
"(1, 96)",swir1_median_wet
"(35, 98)",swir2_median
"(3, 99)",swir2_median_dry
"(9, 100)",swir2_median_wet
"(17, 102)",ui_median
"(21, 103)",ui_median_dry
"(1, 105)",wetness_median
"(1, 106)",wetness_median_dry
"(1, 107)",wetness_median_wet
