ranking,features
"(1, 0)",afvi_median
"(1, 1)",afvi_median_dry
"(1, 2)",afvi_median_wet
"(11, 3)",avi_median
"(28, 6)",awei_median
"(1, 8)",awei_median_wet
"(1, 11)",blue_median_wet
"(8, 12)",blue_stdDev
"(26, 13)",brba_median
"(1, 14)",brba_median_dry
"(1, 17)",brightness_median_dry
"(3, 22)",cvi_median
"(34, 23)",cvi_median_dry
"(1, 27)",dswi5_median_wet
"(33, 28)",evi_median
"(1, 29)",evi_median_dry
"(10, 32)",gcvi_median_dry
"(32, 35)",gemi_median_dry
"(1, 36)",gemi_median_wet
"(14, 37)",gli_median
"(24, 39)",gli_median_wet
"(12, 40)",green_median
"(31, 41)",green_median_dry
"(1, 42)",green_median_wet
"(25, 43)",green_stdDev
"(29, 46)",gvmi_median_wet
"(1, 47)",hillshade
"(1, 48)",iia_median
"(1, 50)",iia_median_wet
"(27, 51)",lswi_median
"(1, 53)",lswi_median_wet
"(1, 57)",nddi_median
"(18, 59)",nddi_median_wet
"(13, 60)",ndvi_median
"(30, 61)",ndvi_median_dry
"(1, 62)",ndvi_median_wet
"(1, 63)",ndwi_median
"(1, 65)",ndwi_median_wet
"(1, 70)",nir_median_wet
"(21, 71)",nir_stdDev
"(23, 72)",osavi_median
"(1, 73)",osavi_median_dry
"(1, 74)",osavi_median_wet
"(5, 75)",ratio_median
"(1, 77)",ratio_median_wet
"(17, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(1, 83)",red_stdDev
"(15, 84)",ri_median
"(1, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(7, 88)",rvi_median_1
"(1, 89)",rvi_median_wet
"(9, 90)",shape_median
"(16, 92)",shape_median_wet
"(1, 93)",solpe
"(19, 94)",swir1_median
"(4, 96)",swir1_median_wet
"(22, 97)",swir1_stdDev
"(20, 98)",swir2_median
"(1, 99)",swir2_median_dry
"(6, 100)",swir2_median_wet
"(1, 101)",swir2_stdDev
"(1, 102)",ui_median
"(1, 104)",ui_median_wet
"(2, 105)",wetness_median
"(1, 106)",wetness_median_dry
"(1, 107)",wetness_median_wet
