ranking,features
"(36, 2)",afvi_median_wet
"(13, 4)",avi_median_dry
"(61, 6)",awei_median
"(1, 7)",awei_median_dry
"(37, 8)",awei_median_wet
"(14, 9)",blue_median
"(10, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(46, 15)",brba_median_wet
"(11, 16)",brightness_median
"(27, 17)",brightness_median_dry
"(29, 18)",brightness_median_wet
"(35, 19)",bsi_median
"(52, 20)",bsi_median_1
"(57, 22)",cvi_median
"(24, 24)",cvi_median_wet
"(1, 25)",dswi5_median
"(3, 26)",dswi5_median_dry
"(21, 27)",dswi5_median_wet
"(20, 28)",evi_median
"(8, 29)",evi_median_dry
"(22, 30)",evi_median_wet
"(48, 31)",gcvi_median
"(1, 33)",gcvi_median_wet
"(59, 35)",gemi_median_dry
"(7, 38)",gli_median_dry
"(1, 39)",gli_median_wet
"(33, 41)",green_median_dry
"(40, 42)",green_median_wet
"(23, 43)",green_stdDev
"(58, 44)",gvmi_median
"(34, 45)",gvmi_median_dry
"(53, 46)",gvmi_median_wet
"(49, 47)",hillshade
"(28, 48)",iia_median
"(1, 50)",iia_median_wet
"(55, 52)",lswi_median_dry
"(51, 53)",lswi_median_wet
"(31, 55)",mbi_median_dry
"(26, 56)",mbi_median_wet
"(62, 60)",ndvi_median
"(42, 62)",ndvi_median_wet
"(43, 65)",ndwi_median_wet
"(39, 70)",nir_median_wet
"(50, 72)",osavi_median
"(32, 73)",osavi_median_dry
"(19, 74)",osavi_median_wet
"(56, 76)",ratio_median_dry
"(6, 77)",ratio_median_wet
"(25, 78)",red_median
"(17, 80)",red_median_dry
"(47, 81)",red_median_dry_contrast
"(60, 82)",red_median_wet
"(4, 83)",red_stdDev
"(38, 84)",ri_median
"(1, 86)",ri_median_wet
"(18, 88)",rvi_median_1
"(30, 89)",rvi_median_wet
"(5, 90)",shape_median
"(16, 91)",shape_median_dry
"(15, 92)",shape_median_wet
"(12, 95)",swir1_median_dry
"(2, 96)",swir1_median_wet
"(44, 97)",swir1_stdDev
"(45, 101)",swir2_stdDev
"(54, 105)",wetness_median
"(41, 106)",wetness_median_dry
"(9, 107)",wetness_median_wet
