ranking,features
"(16, 0)",afvi_median
"(56, 1)",afvi_median_dry
"(47, 2)",afvi_median_wet
"(25, 4)",avi_median_dry
"(23, 5)",avi_median_wet
"(42, 6)",awei_median
"(46, 8)",awei_median_wet
"(40, 12)",blue_stdDev
"(14, 14)",brba_median_dry
"(19, 17)",brightness_median_dry
"(18, 18)",brightness_median_wet
"(1, 19)",bsi_median
"(36, 20)",bsi_median_1
"(5, 21)",bsi_median_2
"(44, 24)",cvi_median_wet
"(1, 28)",evi_median
"(37, 29)",evi_median_dry
"(1, 30)",evi_median_wet
"(1, 31)",gcvi_median
"(15, 32)",gcvi_median_dry
"(22, 33)",gcvi_median_wet
"(38, 34)",gemi_median
"(8, 35)",gemi_median_dry
"(39, 37)",gli_median
"(1, 39)",gli_median_wet
"(50, 40)",green_median
"(41, 41)",green_median_dry
"(27, 42)",green_median_wet
"(1, 43)",green_stdDev
"(45, 46)",gvmi_median_wet
"(3, 48)",iia_median
"(31, 49)",iia_median_dry
"(13, 50)",iia_median_wet
"(52, 53)",lswi_median_wet
"(1, 58)",nddi_median_dry
"(34, 59)",nddi_median_wet
"(48, 60)",ndvi_median
"(28, 66)",nir_median
"(29, 67)",nir_median_contrast
"(1, 68)",nir_median_dry
"(9, 69)",nir_median_dry_contrast
"(33, 71)",nir_stdDev
"(1, 74)",osavi_median_wet
"(17, 75)",ratio_median
"(49, 77)",ratio_median_wet
"(6, 78)",red_median
"(1, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(7, 81)",red_median_dry_contrast
"(24, 82)",red_median_wet
"(2, 83)",red_stdDev
"(4, 84)",ri_median
"(55, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(35, 90)",shape_median
"(54, 91)",shape_median_dry
"(1, 92)",shape_median_wet
"(53, 94)",swir1_median
"(32, 95)",swir1_median_dry
"(21, 97)",swir1_stdDev
"(10, 98)",swir2_median
"(30, 99)",swir2_median_dry
"(12, 101)",swir2_stdDev
"(51, 102)",ui_median
"(26, 103)",ui_median_dry
"(43, 105)",wetness_median
"(11, 106)",wetness_median_dry
"(20, 107)",wetness_median_wet
