ranking,features
"(20, 0)",afvi_median
"(1, 3)",avi_median
"(55, 4)",avi_median_dry
"(25, 5)",avi_median_wet
"(51, 6)",awei_median
"(42, 10)",blue_median_dry
"(1, 11)",blue_median_wet
"(53, 13)",brba_median
"(49, 14)",brba_median_dry
"(14, 18)",brightness_median_wet
"(36, 19)",bsi_median
"(30, 20)",bsi_median_1
"(9, 21)",bsi_median_2
"(12, 22)",cvi_median
"(44, 23)",cvi_median_dry
"(18, 24)",cvi_median_wet
"(27, 25)",dswi5_median
"(17, 28)",evi_median
"(31, 29)",evi_median_dry
"(39, 31)",gcvi_median
"(26, 32)",gcvi_median_dry
"(10, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(48, 35)",gemi_median_dry
"(41, 36)",gemi_median_wet
"(15, 40)",green_median
"(2, 41)",green_median_dry
"(45, 42)",green_median_wet
"(46, 43)",green_stdDev
"(34, 44)",gvmi_median
"(1, 46)",gvmi_median_wet
"(50, 49)",iia_median_dry
"(19, 50)",iia_median_wet
"(32, 51)",lswi_median
"(37, 52)",lswi_median_dry
"(22, 53)",lswi_median_wet
"(1, 54)",mbi_median
"(28, 55)",mbi_median_dry
"(35, 57)",nddi_median
"(16, 60)",ndvi_median
"(40, 65)",ndwi_median_wet
"(1, 66)",nir_median
"(29, 68)",nir_median_dry
"(38, 70)",nir_median_wet
"(1, 71)",nir_stdDev
"(1, 72)",osavi_median
"(8, 73)",osavi_median_dry
"(1, 75)",ratio_median
"(7, 76)",ratio_median_dry
"(5, 77)",ratio_median_wet
"(13, 81)",red_median_dry_contrast
"(6, 82)",red_median_wet
"(21, 85)",ri_median_dry
"(3, 86)",ri_median_wet
"(4, 87)",rvi_median
"(33, 88)",rvi_median_1
"(1, 89)",rvi_median_wet
"(54, 90)",shape_median
"(47, 91)",shape_median_dry
"(1, 93)",solpe
"(56, 94)",swir1_median
"(23, 95)",swir1_median_dry
"(1, 96)",swir1_median_wet
"(11, 102)",ui_median
"(43, 104)",ui_median_wet
"(24, 105)",wetness_median
"(52, 106)",wetness_median_dry
"(1, 107)",wetness_median_wet
