ranking,features
"(22, 0)",afvi_median
"(24, 2)",afvi_median_wet
"(59, 5)",avi_median_wet
"(31, 6)",awei_median
"(20, 7)",awei_median_dry
"(19, 9)",blue_median
"(5, 10)",blue_median_dry
"(21, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(23, 14)",brba_median_dry
"(46, 16)",brightness_median
"(1, 17)",brightness_median_dry
"(28, 20)",bsi_median_1
"(25, 22)",cvi_median
"(57, 23)",cvi_median_dry
"(17, 24)",cvi_median_wet
"(29, 25)",dswi5_median
"(15, 26)",dswi5_median_dry
"(45, 27)",dswi5_median_wet
"(2, 31)",gcvi_median
"(32, 32)",gcvi_median_dry
"(30, 33)",gcvi_median_wet
"(37, 35)",gemi_median_dry
"(1, 37)",gli_median
"(55, 38)",gli_median_dry
"(40, 39)",gli_median_wet
"(11, 40)",green_median
"(36, 44)",gvmi_median
"(35, 45)",gvmi_median_dry
"(12, 48)",iia_median
"(1, 49)",iia_median_dry
"(51, 50)",iia_median_wet
"(16, 51)",lswi_median
"(39, 53)",lswi_median_wet
"(58, 54)",mbi_median
"(7, 57)",nddi_median
"(52, 59)",nddi_median_wet
"(14, 60)",ndvi_median
"(54, 61)",ndvi_median_dry
"(4, 63)",ndwi_median
"(42, 64)",ndwi_median_dry
"(34, 68)",nir_median_dry
"(53, 69)",nir_median_dry_contrast
"(56, 73)",osavi_median_dry
"(48, 74)",osavi_median_wet
"(50, 75)",ratio_median
"(60, 77)",ratio_median_wet
"(1, 78)",red_median
"(8, 80)",red_median_dry
"(49, 82)",red_median_wet
"(43, 83)",red_stdDev
"(10, 84)",ri_median
"(18, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(61, 89)",rvi_median_wet
"(6, 90)",shape_median
"(27, 91)",shape_median_dry
"(47, 92)",shape_median_wet
"(9, 94)",swir1_median
"(26, 95)",swir1_median_dry
"(41, 96)",swir1_median_wet
"(38, 98)",swir2_median
"(13, 99)",swir2_median_dry
"(33, 101)",swir2_stdDev
"(1, 102)",ui_median
"(44, 103)",ui_median_dry
"(1, 105)",wetness_median
"(3, 106)",wetness_median_dry
