ranking,features
"(3, 0)",afvi_median
"(44, 1)",afvi_median_dry
"(60, 2)",afvi_median_wet
"(11, 4)",avi_median_dry
"(1, 6)",awei_median
"(4, 7)",awei_median_dry
"(23, 8)",awei_median_wet
"(47, 9)",blue_median
"(58, 10)",blue_median_dry
"(54, 11)",blue_median_wet
"(28, 12)",blue_stdDev
"(62, 14)",brba_median_dry
"(32, 16)",brightness_median
"(36, 17)",brightness_median_dry
"(38, 18)",brightness_median_wet
"(52, 19)",bsi_median
"(42, 20)",bsi_median_1
"(55, 23)",cvi_median_dry
"(61, 25)",dswi5_median
"(31, 26)",dswi5_median_dry
"(27, 29)",evi_median_dry
"(49, 32)",gcvi_median_dry
"(45, 33)",gcvi_median_wet
"(17, 37)",gli_median
"(1, 39)",gli_median_wet
"(59, 40)",green_median
"(5, 41)",green_median_dry
"(37, 43)",green_stdDev
"(25, 44)",gvmi_median
"(50, 45)",gvmi_median_dry
"(1, 48)",iia_median
"(26, 50)",iia_median_wet
"(33, 51)",lswi_median
"(7, 52)",lswi_median_dry
"(14, 55)",mbi_median_dry
"(9, 57)",nddi_median
"(10, 58)",nddi_median_dry
"(1, 59)",nddi_median_wet
"(53, 60)",ndvi_median
"(13, 61)",ndvi_median_dry
"(1, 63)",ndwi_median
"(43, 64)",ndwi_median_dry
"(41, 65)",ndwi_median_wet
"(56, 67)",nir_median_contrast
"(34, 75)",ratio_median
"(8, 76)",ratio_median_dry
"(16, 78)",red_median
"(35, 79)",red_median_contrast
"(20, 80)",red_median_dry
"(15, 81)",red_median_dry_contrast
"(48, 82)",red_median_wet
"(1, 83)",red_stdDev
"(18, 84)",ri_median
"(30, 86)",ri_median_wet
"(22, 88)",rvi_median_1
"(29, 90)",shape_median
"(1, 94)",swir1_median
"(12, 95)",swir1_median_dry
"(19, 96)",swir1_median_wet
"(39, 97)",swir1_stdDev
"(21, 98)",swir2_median
"(46, 99)",swir2_median_dry
"(51, 100)",swir2_median_wet
"(6, 102)",ui_median
"(40, 103)",ui_median_dry
"(2, 105)",wetness_median
"(57, 106)",wetness_median_dry
"(24, 107)",wetness_median_wet
