ranking,features
"(60, 2)",afvi_median_wet
"(20, 3)",avi_median
"(53, 5)",avi_median_wet
"(50, 6)",awei_median
"(1, 7)",awei_median_dry
"(49, 8)",awei_median_wet
"(9, 9)",blue_median
"(32, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(42, 14)",brba_median_dry
"(15, 15)",brba_median_wet
"(33, 16)",brightness_median
"(59, 17)",brightness_median_dry
"(26, 18)",brightness_median_wet
"(29, 22)",cvi_median
"(30, 24)",cvi_median_wet
"(11, 25)",dswi5_median
"(37, 26)",dswi5_median_dry
"(3, 27)",dswi5_median_wet
"(16, 28)",evi_median
"(4, 29)",evi_median_dry
"(25, 30)",evi_median_wet
"(1, 33)",gcvi_median_wet
"(62, 34)",gemi_median
"(7, 37)",gli_median
"(6, 38)",gli_median_dry
"(1, 39)",gli_median_wet
"(8, 42)",green_median_wet
"(39, 43)",green_stdDev
"(38, 45)",gvmi_median_dry
"(55, 46)",gvmi_median_wet
"(13, 48)",iia_median
"(1, 50)",iia_median_wet
"(40, 51)",lswi_median
"(34, 54)",mbi_median
"(17, 55)",mbi_median_dry
"(2, 56)",mbi_median_wet
"(57, 59)",nddi_median_wet
"(56, 61)",ndvi_median_dry
"(44, 65)",ndwi_median_wet
"(54, 70)",nir_median_wet
"(46, 72)",osavi_median
"(10, 73)",osavi_median_dry
"(23, 74)",osavi_median_wet
"(61, 75)",ratio_median
"(35, 77)",ratio_median_wet
"(1, 80)",red_median_dry
"(47, 81)",red_median_dry_contrast
"(18, 82)",red_median_wet
"(31, 83)",red_stdDev
"(48, 84)",ri_median
"(1, 86)",ri_median_wet
"(52, 87)",rvi_median
"(19, 88)",rvi_median_1
"(12, 89)",rvi_median_wet
"(21, 90)",shape_median
"(24, 91)",shape_median_dry
"(27, 92)",shape_median_wet
"(58, 94)",swir1_median
"(5, 95)",swir1_median_dry
"(41, 96)",swir1_median_wet
"(28, 97)",swir1_stdDev
"(43, 99)",swir2_median_dry
"(45, 101)",swir2_stdDev
"(51, 104)",ui_median_wet
"(36, 105)",wetness_median
"(22, 106)",wetness_median_dry
"(14, 107)",wetness_median_wet
