ranking,features
"(11, 3)",avi_median
"(20, 5)",avi_median_wet
"(35, 6)",awei_median
"(16, 8)",awei_median_wet
"(53, 9)",blue_median
"(28, 11)",blue_median_wet
"(31, 12)",blue_stdDev
"(5, 14)",brba_median_dry
"(39, 17)",brightness_median_dry
"(50, 19)",bsi_median
"(30, 23)",cvi_median_dry
"(8, 24)",cvi_median_wet
"(52, 25)",dswi5_median
"(42, 26)",dswi5_median_dry
"(18, 27)",dswi5_median_wet
"(41, 28)",evi_median
"(25, 29)",evi_median_dry
"(49, 30)",evi_median_wet
"(2, 31)",gcvi_median
"(1, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(34, 35)",gemi_median_dry
"(37, 37)",gli_median
"(1, 38)",gli_median_dry
"(22, 39)",gli_median_wet
"(57, 40)",green_median
"(44, 41)",green_median_dry
"(47, 43)",green_stdDev
"(19, 44)",gvmi_median
"(46, 45)",gvmi_median_dry
"(13, 47)",hillshade
"(1, 48)",iia_median
"(1, 50)",iia_median_wet
"(24, 51)",lswi_median
"(51, 53)",lswi_median_wet
"(9, 54)",mbi_median
"(29, 55)",mbi_median_dry
"(55, 56)",mbi_median_wet
"(4, 60)",ndvi_median
"(36, 61)",ndvi_median_dry
"(14, 62)",ndvi_median_wet
"(56, 63)",ndwi_median
"(38, 65)",ndwi_median_wet
"(1, 66)",nir_median
"(40, 70)",nir_median_wet
"(43, 72)",osavi_median
"(10, 73)",osavi_median_dry
"(32, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(26, 77)",ratio_median_wet
"(17, 78)",red_median
"(58, 80)",red_median_dry
"(1, 83)",red_stdDev
"(15, 84)",ri_median
"(1, 86)",ri_median_wet
"(1, 87)",rvi_median
"(21, 88)",rvi_median_1
"(48, 89)",rvi_median_wet
"(54, 90)",shape_median
"(1, 91)",shape_median_dry
"(7, 92)",shape_median_wet
"(3, 93)",solpe
"(27, 94)",swir1_median
"(12, 95)",swir1_median_dry
"(45, 96)",swir1_median_wet
"(23, 97)",swir1_stdDev
"(33, 101)",swir2_stdDev
"(6, 104)",ui_median_wet
