ranking,features
"(26, 0)",afvi_median
"(9, 1)",afvi_median_dry
"(35, 2)",afvi_median_wet
"(18, 4)",avi_median_dry
"(54, 6)",awei_median
"(2, 7)",awei_median_dry
"(13, 8)",awei_median_wet
"(50, 9)",blue_median
"(6, 10)",blue_median_dry
"(30, 11)",blue_median_wet
"(36, 12)",blue_stdDev
"(45, 14)",brba_median_dry
"(49, 15)",brba_median_wet
"(53, 16)",brightness_median
"(12, 17)",brightness_median_dry
"(19, 18)",brightness_median_wet
"(46, 19)",bsi_median
"(16, 21)",bsi_median_2
"(1, 22)",cvi_median
"(1, 23)",cvi_median_dry
"(1, 24)",cvi_median_wet
"(4, 25)",dswi5_median
"(23, 26)",dswi5_median_dry
"(29, 28)",evi_median
"(57, 30)",evi_median_wet
"(41, 32)",gcvi_median_dry
"(47, 33)",gcvi_median_wet
"(17, 38)",gli_median_dry
"(44, 39)",gli_median_wet
"(43, 41)",green_median_dry
"(51, 42)",green_median_wet
"(1, 44)",gvmi_median
"(32, 51)",lswi_median
"(1, 55)",mbi_median_dry
"(5, 57)",nddi_median
"(1, 58)",nddi_median_dry
"(11, 60)",ndvi_median
"(38, 63)",ndwi_median
"(42, 64)",ndwi_median_dry
"(1, 65)",ndwi_median_wet
"(27, 66)",nir_median
"(8, 67)",nir_median_contrast
"(21, 68)",nir_median_dry
"(58, 70)",nir_median_wet
"(37, 72)",osavi_median
"(31, 73)",osavi_median_dry
"(52, 74)",osavi_median_wet
"(1, 76)",ratio_median_dry
"(3, 77)",ratio_median_wet
"(48, 78)",red_median
"(40, 79)",red_median_contrast
"(24, 81)",red_median_dry_contrast
"(25, 82)",red_median_wet
"(20, 83)",red_stdDev
"(22, 87)",rvi_median
"(1, 88)",rvi_median_1
"(34, 89)",rvi_median_wet
"(7, 90)",shape_median
"(55, 92)",shape_median_wet
"(28, 95)",swir1_median_dry
"(39, 96)",swir1_median_wet
"(10, 97)",swir1_stdDev
"(15, 99)",swir2_median_dry
"(1, 100)",swir2_median_wet
"(1, 101)",swir2_stdDev
"(56, 102)",ui_median
"(33, 106)",wetness_median_dry
"(14, 107)",wetness_median_wet
