ranking,features
"(52, 0)",afvi_median
"(49, 2)",afvi_median_wet
"(48, 3)",avi_median
"(1, 4)",avi_median_dry
"(60, 6)",awei_median
"(62, 10)",blue_median_dry
"(24, 12)",blue_stdDev
"(41, 13)",brba_median
"(3, 17)",brightness_median_dry
"(51, 19)",bsi_median
"(32, 22)",cvi_median
"(10, 23)",cvi_median_dry
"(33, 24)",cvi_median_wet
"(44, 27)",dswi5_median_wet
"(9, 28)",evi_median
"(50, 29)",evi_median_dry
"(57, 30)",evi_median_wet
"(13, 31)",gcvi_median
"(29, 32)",gcvi_median_dry
"(40, 33)",gcvi_median_wet
"(46, 35)",gemi_median_dry
"(35, 36)",gemi_median_wet
"(26, 37)",gli_median
"(28, 38)",gli_median_dry
"(1, 39)",gli_median_wet
"(25, 40)",green_median
"(34, 41)",green_median_dry
"(58, 42)",green_median_wet
"(23, 44)",gvmi_median
"(43, 45)",gvmi_median_dry
"(27, 46)",gvmi_median_wet
"(1, 47)",hillshade
"(22, 48)",iia_median
"(39, 49)",iia_median_dry
"(20, 50)",iia_median_wet
"(18, 53)",lswi_median_wet
"(38, 57)",nddi_median
"(54, 59)",nddi_median_wet
"(14, 60)",ndvi_median
"(56, 61)",ndvi_median_dry
"(16, 62)",ndvi_median_wet
"(47, 63)",ndwi_median
"(8, 65)",ndwi_median_wet
"(1, 68)",nir_median_dry
"(21, 69)",nir_median_dry_contrast
"(53, 70)",nir_median_wet
"(11, 72)",osavi_median
"(7, 73)",osavi_median_dry
"(6, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(31, 76)",ratio_median_dry
"(30, 77)",ratio_median_wet
"(1, 80)",red_median_dry
"(4, 81)",red_median_dry_contrast
"(17, 83)",red_stdDev
"(2, 84)",ri_median
"(42, 86)",ri_median_wet
"(5, 87)",rvi_median
"(61, 88)",rvi_median_1
"(1, 89)",rvi_median_wet
"(12, 90)",shape_median
"(19, 91)",shape_median_dry
"(15, 92)",shape_median_wet
"(37, 93)",solpe
"(36, 94)",swir1_median
"(59, 97)",swir1_stdDev
"(55, 99)",swir2_median_dry
"(45, 106)",wetness_median_dry
