ranking,features
"(21, 2)",afvi_median_wet
"(30, 4)",avi_median_dry
"(47, 5)",avi_median_wet
"(38, 6)",awei_median
"(1, 7)",awei_median_dry
"(27, 8)",awei_median_wet
"(57, 16)",brightness_median
"(44, 18)",brightness_median_wet
"(49, 22)",cvi_median
"(25, 23)",cvi_median_dry
"(19, 24)",cvi_median_wet
"(60, 25)",dswi5_median
"(52, 26)",dswi5_median_dry
"(43, 27)",dswi5_median_wet
"(22, 28)",evi_median
"(10, 29)",evi_median_dry
"(23, 30)",evi_median_wet
"(36, 31)",gcvi_median
"(16, 32)",gcvi_median_dry
"(1, 33)",gcvi_median_wet
"(18, 34)",gemi_median
"(24, 37)",gli_median
"(5, 38)",gli_median_dry
"(42, 39)",gli_median_wet
"(59, 41)",green_median_dry
"(9, 43)",green_stdDev
"(26, 45)",gvmi_median_dry
"(31, 46)",gvmi_median_wet
"(37, 47)",hillshade
"(53, 48)",iia_median
"(62, 49)",iia_median_dry
"(1, 50)",iia_median_wet
"(41, 52)",lswi_median_dry
"(48, 53)",lswi_median_wet
"(51, 55)",mbi_median_dry
"(61, 58)",nddi_median_dry
"(1, 60)",ndvi_median
"(13, 61)",ndvi_median_dry
"(12, 62)",ndvi_median_wet
"(50, 64)",ndwi_median_dry
"(34, 65)",ndwi_median_wet
"(33, 72)",osavi_median
"(1, 73)",osavi_median_dry
"(14, 74)",osavi_median_wet
"(17, 75)",ratio_median
"(54, 76)",ratio_median_dry
"(45, 77)",ratio_median_wet
"(56, 80)",red_median_dry
"(11, 83)",red_stdDev
"(40, 85)",ri_median_dry
"(8, 86)",ri_median_wet
"(3, 87)",rvi_median
"(29, 88)",rvi_median_1
"(15, 89)",rvi_median_wet
"(58, 90)",shape_median
"(7, 91)",shape_median_dry
"(1, 94)",swir1_median
"(2, 95)",swir1_median_dry
"(6, 96)",swir1_median_wet
"(35, 97)",swir1_stdDev
"(28, 98)",swir2_median
"(20, 99)",swir2_median_dry
"(55, 100)",swir2_median_wet
"(46, 102)",ui_median
"(39, 103)",ui_median_dry
"(4, 104)",ui_median_wet
"(32, 105)",wetness_median
"(1, 106)",wetness_median_dry
