ranking,features
"(4, 0)",afvi_median
"(48, 1)",afvi_median_dry
"(11, 4)",avi_median_dry
"(1, 6)",awei_median
"(34, 7)",awei_median_dry
"(16, 8)",awei_median_wet
"(19, 10)",blue_median_dry
"(43, 13)",brba_median
"(1, 14)",brba_median_dry
"(1, 16)",brightness_median
"(20, 18)",brightness_median_wet
"(1, 19)",bsi_median
"(2, 20)",bsi_median_1
"(1, 21)",bsi_median_2
"(26, 22)",cvi_median
"(45, 23)",cvi_median_dry
"(25, 24)",cvi_median_wet
"(1, 25)",dswi5_median
"(7, 28)",evi_median
"(31, 29)",evi_median_dry
"(35, 31)",gcvi_median
"(15, 32)",gcvi_median_dry
"(1, 34)",gemi_median
"(1, 35)",gemi_median_dry
"(23, 36)",gemi_median_wet
"(21, 38)",gli_median_dry
"(12, 40)",green_median
"(1, 41)",green_median_dry
"(17, 43)",green_stdDev
"(1, 44)",gvmi_median
"(8, 45)",gvmi_median_dry
"(28, 46)",gvmi_median_wet
"(6, 47)",hillshade
"(9, 49)",iia_median_dry
"(30, 52)",lswi_median_dry
"(18, 54)",mbi_median
"(1, 55)",mbi_median_dry
"(1, 56)",mbi_median_wet
"(5, 57)",nddi_median
"(37, 59)",nddi_median_wet
"(1, 60)",ndvi_median
"(29, 62)",ndvi_median_wet
"(1, 63)",ndwi_median
"(24, 64)",ndwi_median_dry
"(27, 65)",ndwi_median_wet
"(1, 66)",nir_median
"(1, 68)",nir_median_dry
"(10, 70)",nir_median_wet
"(14, 71)",nir_stdDev
"(1, 72)",osavi_median
"(13, 73)",osavi_median_dry
"(3, 76)",ratio_median_dry
"(41, 77)",ratio_median_wet
"(33, 78)",red_median
"(22, 80)",red_median_dry
"(38, 85)",ri_median_dry
"(40, 86)",ri_median_wet
"(44, 87)",rvi_median
"(32, 91)",shape_median_dry
"(49, 92)",shape_median_wet
"(36, 93)",solpe
"(1, 94)",swir1_median
"(47, 95)",swir1_median_dry
"(46, 97)",swir1_stdDev
"(1, 98)",swir2_median
"(42, 99)",swir2_median_dry
"(39, 100)",swir2_median_wet
"(1, 102)",ui_median
