ranking,features
"(33, 0)",afvi_median
"(34, 1)",afvi_median_dry
"(38, 3)",avi_median
"(14, 4)",avi_median_dry
"(28, 6)",awei_median
"(50, 7)",awei_median_dry
"(29, 11)",blue_median_wet
"(21, 12)",blue_stdDev
"(3, 14)",brba_median_dry
"(57, 15)",brba_median_wet
"(25, 17)",brightness_median_dry
"(41, 19)",bsi_median
"(20, 20)",bsi_median_1
"(42, 21)",bsi_median_2
"(56, 23)",cvi_median_dry
"(31, 24)",cvi_median_wet
"(46, 28)",evi_median
"(51, 30)",evi_median_wet
"(1, 33)",gcvi_median_wet
"(30, 34)",gemi_median
"(22, 35)",gemi_median_dry
"(40, 36)",gemi_median_wet
"(58, 39)",gli_median_wet
"(39, 40)",green_median
"(1, 41)",green_median_dry
"(1, 44)",gvmi_median
"(1, 47)",hillshade
"(53, 48)",iia_median
"(37, 49)",iia_median_dry
"(4, 50)",iia_median_wet
"(32, 51)",lswi_median
"(49, 54)",mbi_median
"(48, 57)",nddi_median
"(8, 58)",nddi_median_dry
"(60, 59)",nddi_median_wet
"(55, 60)",ndvi_median
"(2, 62)",ndvi_median_wet
"(47, 63)",ndwi_median
"(18, 64)",ndwi_median_dry
"(26, 66)",nir_median
"(12, 67)",nir_median_contrast
"(9, 68)",nir_median_dry
"(11, 69)",nir_median_dry_contrast
"(27, 71)",nir_stdDev
"(5, 77)",ratio_median_wet
"(16, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(23, 81)",red_median_dry_contrast
"(19, 82)",red_median_wet
"(13, 83)",red_stdDev
"(44, 84)",ri_median
"(17, 85)",ri_median_dry
"(7, 86)",ri_median_wet
"(1, 89)",rvi_median_wet
"(62, 90)",shape_median
"(59, 92)",shape_median_wet
"(52, 93)",solpe
"(35, 94)",swir1_median
"(15, 95)",swir1_median_dry
"(45, 97)",swir1_stdDev
"(6, 99)",swir2_median_dry
"(10, 100)",swir2_median_wet
"(43, 101)",swir2_stdDev
"(61, 102)",ui_median
"(36, 103)",ui_median_dry
"(54, 104)",ui_median_wet
"(24, 105)",wetness_median
"(1, 106)",wetness_median_dry
