ranking,features
"(18, 1)",afvi_median_dry
"(21, 2)",afvi_median_wet
"(42, 3)",avi_median
"(13, 4)",avi_median_dry
"(45, 6)",awei_median
"(26, 7)",awei_median_dry
"(1, 9)",blue_median
"(7, 10)",blue_median_dry
"(34, 12)",blue_stdDev
"(37, 15)",brba_median_wet
"(50, 16)",brightness_median
"(36, 19)",bsi_median
"(54, 22)",cvi_median
"(51, 25)",dswi5_median
"(4, 26)",dswi5_median_dry
"(9, 27)",dswi5_median_wet
"(14, 28)",evi_median
"(19, 29)",evi_median_dry
"(29, 30)",evi_median_wet
"(1, 31)",gcvi_median
"(24, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(57, 35)",gemi_median_dry
"(11, 36)",gemi_median_wet
"(43, 38)",gli_median_dry
"(20, 41)",green_median_dry
"(40, 43)",green_stdDev
"(30, 44)",gvmi_median
"(22, 45)",gvmi_median_dry
"(1, 46)",gvmi_median_wet
"(1, 48)",iia_median
"(46, 49)",iia_median_dry
"(35, 50)",iia_median_wet
"(28, 51)",lswi_median
"(10, 52)",lswi_median_dry
"(5, 53)",lswi_median_wet
"(27, 54)",mbi_median
"(3, 55)",mbi_median_dry
"(6, 56)",mbi_median_wet
"(38, 57)",nddi_median
"(39, 58)",nddi_median_dry
"(8, 59)",nddi_median_wet
"(1, 60)",ndvi_median
"(58, 61)",ndvi_median_dry
"(59, 62)",ndvi_median_wet
"(52, 63)",ndwi_median
"(16, 65)",ndwi_median_wet
"(1, 66)",nir_median
"(47, 68)",nir_median_dry
"(49, 70)",nir_median_wet
"(12, 72)",osavi_median
"(25, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(32, 77)",ratio_median_wet
"(15, 78)",red_median
"(56, 79)",red_median_contrast
"(41, 80)",red_median_dry
"(1, 84)",ri_median
"(55, 85)",ri_median_dry
"(17, 86)",ri_median_wet
"(2, 87)",rvi_median
"(33, 88)",rvi_median_1
"(31, 89)",rvi_median_wet
"(23, 95)",swir1_median_dry
"(53, 98)",swir2_median
"(48, 103)",ui_median_dry
"(1, 104)",ui_median_wet
"(44, 106)",wetness_median_dry
