ranking,features
"(46, 2)",afvi_median_wet
"(1, 3)",avi_median
"(31, 5)",avi_median_wet
"(45, 6)",awei_median
"(1, 7)",awei_median_dry
"(36, 8)",awei_median_wet
"(6, 9)",blue_median
"(43, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(15, 15)",brba_median_wet
"(17, 16)",brightness_median
"(54, 17)",brightness_median_dry
"(28, 18)",brightness_median_wet
"(55, 21)",bsi_median_2
"(39, 22)",cvi_median
"(1, 24)",cvi_median_wet
"(1, 25)",dswi5_median
"(16, 26)",dswi5_median_dry
"(22, 27)",dswi5_median_wet
"(14, 28)",evi_median
"(9, 29)",evi_median_dry
"(20, 30)",evi_median_wet
"(1, 33)",gcvi_median_wet
"(56, 35)",gemi_median_dry
"(44, 36)",gemi_median_wet
"(18, 38)",gli_median_dry
"(1, 39)",gli_median_wet
"(2, 42)",green_median_wet
"(10, 43)",green_stdDev
"(40, 44)",gvmi_median
"(3, 45)",gvmi_median_dry
"(24, 46)",gvmi_median_wet
"(51, 47)",hillshade
"(7, 50)",iia_median_wet
"(33, 51)",lswi_median
"(11, 53)",lswi_median_wet
"(27, 55)",mbi_median_dry
"(29, 56)",mbi_median_wet
"(50, 59)",nddi_median_wet
"(49, 61)",ndvi_median_dry
"(13, 62)",ndvi_median_wet
"(38, 65)",ndwi_median_wet
"(41, 70)",nir_median_wet
"(21, 73)",osavi_median_dry
"(23, 74)",osavi_median_wet
"(52, 76)",ratio_median_dry
"(26, 77)",ratio_median_wet
"(53, 78)",red_median
"(19, 80)",red_median_dry
"(34, 81)",red_median_dry_contrast
"(37, 82)",red_median_wet
"(4, 83)",red_stdDev
"(12, 84)",ri_median
"(57, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(47, 87)",rvi_median
"(25, 88)",rvi_median_1
"(32, 89)",rvi_median_wet
"(1, 90)",shape_median
"(1, 91)",shape_median_dry
"(30, 92)",shape_median_wet
"(1, 95)",swir1_median_dry
"(8, 96)",swir1_median_wet
"(42, 97)",swir1_stdDev
"(48, 98)",swir2_median
"(35, 101)",swir2_stdDev
"(1, 105)",wetness_median
"(5, 107)",wetness_median_wet
