ranking,features
"(30, 0)",afvi_median
"(59, 2)",afvi_median_wet
"(1, 3)",avi_median
"(2, 4)",avi_median_dry
"(7, 5)",avi_median_wet
"(1, 8)",awei_median_wet
"(36, 11)",blue_median_wet
"(24, 12)",blue_stdDev
"(26, 16)",brightness_median
"(32, 17)",brightness_median_dry
"(56, 18)",brightness_median_wet
"(52, 19)",bsi_median
"(6, 22)",cvi_median
"(55, 23)",cvi_median_dry
"(23, 24)",cvi_median_wet
"(10, 27)",dswi5_median_wet
"(8, 28)",evi_median
"(15, 29)",evi_median_dry
"(1, 30)",evi_median_wet
"(12, 32)",gcvi_median_dry
"(44, 33)",gcvi_median_wet
"(48, 34)",gemi_median
"(27, 35)",gemi_median_dry
"(28, 36)",gemi_median_wet
"(51, 38)",gli_median_dry
"(49, 41)",green_median_dry
"(45, 42)",green_median_wet
"(60, 43)",green_stdDev
"(1, 44)",gvmi_median
"(58, 45)",gvmi_median_dry
"(18, 46)",gvmi_median_wet
"(4, 47)",hillshade
"(53, 48)",iia_median
"(40, 49)",iia_median_dry
"(37, 50)",iia_median_wet
"(19, 59)",nddi_median_wet
"(46, 60)",ndvi_median
"(14, 61)",ndvi_median_dry
"(47, 62)",ndvi_median_wet
"(16, 66)",nir_median
"(9, 68)",nir_median_dry
"(43, 69)",nir_median_dry_contrast
"(17, 70)",nir_median_wet
"(50, 71)",nir_stdDev
"(57, 72)",osavi_median
"(20, 73)",osavi_median_dry
"(11, 75)",ratio_median
"(25, 76)",ratio_median_dry
"(5, 77)",ratio_median_wet
"(38, 83)",red_stdDev
"(1, 85)",ri_median_dry
"(21, 87)",rvi_median
"(42, 88)",rvi_median_1
"(1, 89)",rvi_median_wet
"(1, 90)",shape_median
"(13, 91)",shape_median_dry
"(34, 92)",shape_median_wet
"(54, 94)",swir1_median
"(31, 95)",swir1_median_dry
"(3, 96)",swir1_median_wet
"(29, 97)",swir1_stdDev
"(61, 98)",swir2_median
"(41, 100)",swir2_median_wet
"(35, 101)",swir2_stdDev
"(33, 102)",ui_median
"(39, 105)",wetness_median
"(62, 106)",wetness_median_dry
"(22, 107)",wetness_median_wet
