ranking,features
"(3, 0)",afvi_median
"(34, 3)",avi_median
"(8, 4)",avi_median_dry
"(25, 8)",awei_median_wet
"(60, 13)",brba_median
"(32, 15)",brba_median_wet
"(23, 18)",brightness_median_wet
"(2, 19)",bsi_median
"(15, 20)",bsi_median_1
"(16, 21)",bsi_median_2
"(57, 22)",cvi_median
"(40, 24)",cvi_median_wet
"(17, 25)",dswi5_median
"(36, 26)",dswi5_median_dry
"(46, 27)",dswi5_median_wet
"(37, 28)",evi_median
"(26, 29)",evi_median_dry
"(33, 30)",evi_median_wet
"(30, 31)",gcvi_median
"(22, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(7, 35)",gemi_median_dry
"(1, 36)",gemi_median_wet
"(20, 37)",gli_median
"(24, 40)",green_median
"(56, 41)",green_median_dry
"(58, 42)",green_median_wet
"(1, 44)",gvmi_median
"(49, 45)",gvmi_median_dry
"(14, 46)",gvmi_median_wet
"(27, 47)",hillshade
"(47, 48)",iia_median
"(35, 50)",iia_median_wet
"(18, 51)",lswi_median
"(50, 52)",lswi_median_dry
"(1, 53)",lswi_median_wet
"(53, 54)",mbi_median
"(51, 56)",mbi_median_wet
"(31, 57)",nddi_median
"(48, 59)",nddi_median_wet
"(59, 62)",ndvi_median_wet
"(12, 63)",ndwi_median
"(38, 65)",ndwi_median_wet
"(9, 66)",nir_median
"(13, 68)",nir_median_dry
"(29, 70)",nir_median_wet
"(61, 73)",osavi_median_dry
"(43, 74)",osavi_median_wet
"(52, 76)",ratio_median_dry
"(39, 77)",ratio_median_wet
"(1, 78)",red_median
"(55, 80)",red_median_dry
"(44, 82)",red_median_wet
"(28, 84)",ri_median
"(5, 86)",ri_median_wet
"(42, 88)",rvi_median_1
"(10, 89)",rvi_median_wet
"(21, 90)",shape_median
"(54, 91)",shape_median_dry
"(6, 93)",solpe
"(4, 96)",swir1_median_wet
"(45, 98)",swir2_median
"(1, 100)",swir2_median_wet
"(19, 102)",ui_median
"(62, 103)",ui_median_dry
"(11, 104)",ui_median_wet
"(41, 106)",wetness_median_dry
"(1, 107)",wetness_median_wet
