ranking,features
"(56, 0)",afvi_median
"(19, 1)",afvi_median_dry
"(9, 3)",avi_median
"(17, 4)",avi_median_dry
"(4, 7)",awei_median_dry
"(54, 8)",awei_median_wet
"(49, 9)",blue_median
"(43, 10)",blue_median_dry
"(25, 12)",blue_stdDev
"(57, 13)",brba_median
"(47, 14)",brba_median_dry
"(35, 17)",brightness_median_dry
"(40, 18)",brightness_median_wet
"(1, 22)",cvi_median
"(36, 23)",cvi_median_dry
"(33, 27)",dswi5_median_wet
"(1, 28)",evi_median
"(42, 29)",evi_median_dry
"(50, 30)",evi_median_wet
"(45, 32)",gcvi_median_dry
"(20, 33)",gcvi_median_wet
"(46, 34)",gemi_median
"(39, 39)",gli_median_wet
"(1, 40)",green_median
"(26, 42)",green_median_wet
"(11, 43)",green_stdDev
"(51, 44)",gvmi_median
"(5, 47)",hillshade
"(38, 49)",iia_median_dry
"(34, 50)",iia_median_wet
"(41, 53)",lswi_median_wet
"(29, 55)",mbi_median_dry
"(7, 56)",mbi_median_wet
"(48, 59)",nddi_median_wet
"(12, 60)",ndvi_median
"(30, 61)",ndvi_median_dry
"(3, 62)",ndvi_median_wet
"(32, 64)",ndwi_median_dry
"(59, 66)",nir_median
"(1, 67)",nir_median_contrast
"(18, 71)",nir_stdDev
"(21, 72)",osavi_median
"(62, 74)",osavi_median_wet
"(14, 75)",ratio_median
"(61, 76)",ratio_median_dry
"(44, 77)",ratio_median_wet
"(31, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(15, 81)",red_median_dry_contrast
"(37, 82)",red_median_wet
"(10, 83)",red_stdDev
"(16, 85)",ri_median_dry
"(27, 86)",ri_median_wet
"(1, 88)",rvi_median_1
"(28, 89)",rvi_median_wet
"(52, 91)",shape_median_dry
"(8, 92)",shape_median_wet
"(22, 93)",solpe
"(58, 94)",swir1_median
"(2, 95)",swir1_median_dry
"(13, 96)",swir1_median_wet
"(55, 97)",swir1_stdDev
"(53, 98)",swir2_median
"(24, 101)",swir2_stdDev
"(1, 102)",ui_median
"(60, 105)",wetness_median
"(23, 106)",wetness_median_dry
"(6, 107)",wetness_median_wet
