ranking,features
"(29, 3)",avi_median
"(51, 4)",avi_median_dry
"(39, 5)",avi_median_wet
"(8, 6)",awei_median
"(21, 7)",awei_median_dry
"(15, 8)",awei_median_wet
"(33, 9)",blue_median
"(1, 16)",brightness_median
"(45, 17)",brightness_median_dry
"(42, 22)",cvi_median
"(53, 24)",cvi_median_wet
"(4, 26)",dswi5_median_dry
"(35, 27)",dswi5_median_wet
"(20, 28)",evi_median
"(37, 30)",evi_median_wet
"(3, 31)",gcvi_median
"(2, 33)",gcvi_median_wet
"(24, 34)",gemi_median
"(7, 35)",gemi_median_dry
"(1, 37)",gli_median
"(17, 38)",gli_median_dry
"(9, 39)",gli_median_wet
"(50, 40)",green_median
"(19, 41)",green_median_dry
"(54, 44)",gvmi_median
"(10, 46)",gvmi_median_wet
"(1, 47)",hillshade
"(6, 48)",iia_median
"(1, 49)",iia_median_dry
"(1, 50)",iia_median_wet
"(22, 52)",lswi_median_dry
"(46, 53)",lswi_median_wet
"(32, 55)",mbi_median_dry
"(49, 60)",ndvi_median
"(31, 61)",ndvi_median_dry
"(1, 62)",ndvi_median_wet
"(59, 63)",ndwi_median
"(47, 65)",ndwi_median_wet
"(41, 67)",nir_median_contrast
"(14, 68)",nir_median_dry
"(58, 69)",nir_median_dry_contrast
"(28, 71)",nir_stdDev
"(38, 74)",osavi_median_wet
"(55, 75)",ratio_median
"(44, 76)",ratio_median_dry
"(5, 77)",ratio_median_wet
"(40, 78)",red_median
"(57, 82)",red_median_wet
"(43, 83)",red_stdDev
"(26, 84)",ri_median
"(13, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(60, 87)",rvi_median
"(18, 89)",rvi_median_wet
"(52, 90)",shape_median
"(23, 91)",shape_median_dry
"(56, 92)",shape_median_wet
"(36, 93)",solpe
"(12, 94)",swir1_median
"(1, 95)",swir1_median_dry
"(1, 96)",swir1_median_wet
"(25, 97)",swir1_stdDev
"(48, 98)",swir2_median
"(16, 101)",swir2_stdDev
"(11, 104)",ui_median_wet
"(27, 105)",wetness_median
"(30, 106)",wetness_median_dry
"(34, 107)",wetness_median_wet
