ranking,features
"(54, 2)",afvi_median_wet
"(20, 3)",avi_median
"(13, 4)",avi_median_dry
"(60, 7)",awei_median_dry
"(48, 8)",awei_median_wet
"(37, 9)",blue_median
"(3, 11)",blue_median_wet
"(16, 12)",blue_stdDev
"(46, 13)",brba_median
"(4, 14)",brba_median_dry
"(53, 15)",brba_median_wet
"(6, 16)",brightness_median
"(14, 17)",brightness_median_dry
"(59, 18)",brightness_median_wet
"(44, 19)",bsi_median
"(34, 22)",cvi_median
"(1, 23)",cvi_median_dry
"(55, 26)",dswi5_median_dry
"(30, 28)",evi_median
"(42, 29)",evi_median_dry
"(21, 31)",gcvi_median
"(1, 33)",gcvi_median_wet
"(45, 34)",gemi_median
"(22, 35)",gemi_median_dry
"(43, 39)",gli_median_wet
"(50, 40)",green_median
"(12, 41)",green_median_dry
"(10, 42)",green_median_wet
"(56, 44)",gvmi_median
"(61, 46)",gvmi_median_wet
"(25, 47)",hillshade
"(9, 48)",iia_median
"(23, 49)",iia_median_dry
"(1, 50)",iia_median_wet
"(38, 51)",lswi_median
"(29, 54)",mbi_median
"(28, 56)",mbi_median_wet
"(52, 57)",nddi_median
"(19, 58)",nddi_median_dry
"(49, 62)",ndvi_median_wet
"(26, 64)",ndwi_median_dry
"(39, 66)",nir_median
"(33, 67)",nir_median_contrast
"(8, 68)",nir_median_dry
"(7, 69)",nir_median_dry_contrast
"(41, 73)",osavi_median_dry
"(57, 74)",osavi_median_wet
"(1, 77)",ratio_median_wet
"(17, 78)",red_median
"(15, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(1, 81)",red_median_dry_contrast
"(40, 82)",red_median_wet
"(36, 83)",red_stdDev
"(35, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(32, 89)",rvi_median_wet
"(58, 92)",shape_median_wet
"(1, 93)",solpe
"(24, 94)",swir1_median
"(11, 95)",swir1_median_dry
"(47, 96)",swir1_median_wet
"(27, 97)",swir1_stdDev
"(18, 98)",swir2_median
"(31, 101)",swir2_stdDev
"(51, 104)",ui_median_wet
"(5, 105)",wetness_median
"(2, 106)",wetness_median_dry
