ranking,features
"(43, 0)",afvi_median
"(47, 1)",afvi_median_dry
"(26, 2)",afvi_median_wet
"(45, 6)",awei_median
"(32, 7)",awei_median_dry
"(59, 8)",awei_median_wet
"(1, 9)",blue_median
"(1, 12)",blue_stdDev
"(48, 13)",brba_median
"(13, 14)",brba_median_dry
"(35, 16)",brightness_median
"(31, 17)",brightness_median_dry
"(34, 18)",brightness_median_wet
"(53, 21)",bsi_median_2
"(10, 24)",cvi_median_wet
"(58, 26)",dswi5_median_dry
"(21, 27)",dswi5_median_wet
"(1, 32)",gcvi_median_dry
"(38, 33)",gcvi_median_wet
"(5, 38)",gli_median_dry
"(44, 39)",gli_median_wet
"(51, 42)",green_median_wet
"(56, 43)",green_stdDev
"(16, 44)",gvmi_median
"(14, 45)",gvmi_median_dry
"(1, 46)",gvmi_median_wet
"(40, 49)",iia_median_dry
"(33, 50)",iia_median_wet
"(39, 51)",lswi_median
"(9, 52)",lswi_median_dry
"(6, 53)",lswi_median_wet
"(7, 56)",mbi_median_wet
"(41, 57)",nddi_median
"(50, 58)",nddi_median_dry
"(17, 59)",nddi_median_wet
"(19, 60)",ndvi_median
"(46, 62)",ndvi_median_wet
"(42, 63)",ndwi_median
"(29, 64)",ndwi_median_dry
"(2, 65)",ndwi_median_wet
"(62, 66)",nir_median
"(36, 67)",nir_median_contrast
"(1, 69)",nir_median_dry_contrast
"(54, 73)",osavi_median_dry
"(8, 75)",ratio_median
"(55, 77)",ratio_median_wet
"(11, 78)",red_median
"(49, 79)",red_median_contrast
"(25, 81)",red_median_dry_contrast
"(15, 82)",red_median_wet
"(22, 83)",red_stdDev
"(28, 85)",ri_median_dry
"(12, 86)",ri_median_wet
"(4, 87)",rvi_median
"(52, 88)",rvi_median_1
"(1, 89)",rvi_median_wet
"(57, 90)",shape_median
"(3, 91)",shape_median_dry
"(27, 93)",solpe
"(1, 94)",swir1_median
"(24, 95)",swir1_median_dry
"(60, 96)",swir1_median_wet
"(61, 99)",swir2_median_dry
"(23, 100)",swir2_median_wet
"(20, 104)",ui_median_wet
"(37, 105)",wetness_median
"(30, 106)",wetness_median_dry
"(18, 107)",wetness_median_wet
