ranking,features
"(1, 0)",afvi_median
"(52, 1)",afvi_median_dry
"(15, 5)",avi_median_wet
"(1, 8)",awei_median_wet
"(46, 9)",blue_median
"(28, 12)",blue_stdDev
"(51, 13)",brba_median
"(21, 14)",brba_median_dry
"(37, 16)",brightness_median
"(1, 17)",brightness_median_dry
"(44, 19)",bsi_median
"(27, 22)",cvi_median
"(41, 23)",cvi_median_dry
"(50, 24)",cvi_median_wet
"(29, 27)",dswi5_median_wet
"(58, 28)",evi_median
"(22, 29)",evi_median_dry
"(6, 31)",gcvi_median
"(30, 32)",gcvi_median_dry
"(1, 33)",gcvi_median_wet
"(2, 34)",gemi_median
"(19, 35)",gemi_median_dry
"(45, 36)",gemi_median_wet
"(36, 40)",green_median
"(32, 42)",green_median_wet
"(40, 43)",green_stdDev
"(33, 44)",gvmi_median
"(34, 46)",gvmi_median_wet
"(13, 47)",hillshade
"(7, 48)",iia_median
"(11, 49)",iia_median_dry
"(1, 50)",iia_median_wet
"(38, 56)",mbi_median_wet
"(35, 57)",nddi_median
"(18, 58)",nddi_median_dry
"(49, 59)",nddi_median_wet
"(53, 61)",ndvi_median_dry
"(23, 62)",ndvi_median_wet
"(1, 63)",ndwi_median
"(25, 64)",ndwi_median_dry
"(39, 65)",ndwi_median_wet
"(20, 66)",nir_median
"(16, 67)",nir_median_contrast
"(54, 68)",nir_median_dry
"(56, 69)",nir_median_dry_contrast
"(1, 70)",nir_median_wet
"(1, 73)",osavi_median_dry
"(1, 74)",osavi_median_wet
"(24, 75)",ratio_median
"(4, 80)",red_median_dry
"(9, 83)",red_stdDev
"(1, 84)",ri_median
"(5, 85)",ri_median_dry
"(42, 88)",rvi_median_1
"(12, 89)",rvi_median_wet
"(43, 90)",shape_median
"(48, 92)",shape_median_wet
"(55, 93)",solpe
"(26, 94)",swir1_median
"(47, 95)",swir1_median_dry
"(8, 96)",swir1_median_wet
"(57, 98)",swir2_median
"(3, 99)",swir2_median_dry
"(14, 101)",swir2_stdDev
"(1, 102)",ui_median
"(17, 103)",ui_median_dry
"(31, 104)",ui_median_wet
"(10, 107)",wetness_median_wet
