ranking,features
"(29, 0)",afvi_median
"(41, 3)",avi_median
"(35, 4)",avi_median_dry
"(51, 5)",avi_median_wet
"(8, 6)",awei_median
"(39, 10)",blue_median_dry
"(18, 11)",blue_median_wet
"(21, 12)",blue_stdDev
"(13, 13)",brba_median
"(50, 14)",brba_median_dry
"(33, 16)",brightness_median
"(58, 17)",brightness_median_dry
"(38, 20)",bsi_median_1
"(22, 21)",bsi_median_2
"(28, 25)",dswi5_median
"(56, 26)",dswi5_median_dry
"(43, 27)",dswi5_median_wet
"(36, 28)",evi_median
"(23, 29)",evi_median_dry
"(61, 30)",evi_median_wet
"(47, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(57, 35)",gemi_median_dry
"(30, 36)",gemi_median_wet
"(46, 38)",gli_median_dry
"(53, 40)",green_median
"(59, 43)",green_stdDev
"(1, 44)",gvmi_median
"(14, 45)",gvmi_median_dry
"(60, 46)",gvmi_median_wet
"(37, 49)",iia_median_dry
"(5, 50)",iia_median_wet
"(19, 51)",lswi_median
"(32, 52)",lswi_median_dry
"(3, 54)",mbi_median
"(11, 55)",mbi_median_dry
"(24, 57)",nddi_median
"(9, 60)",ndvi_median
"(25, 61)",ndvi_median_dry
"(62, 62)",ndvi_median_wet
"(42, 63)",ndwi_median
"(1, 66)",nir_median
"(10, 68)",nir_median_dry
"(7, 71)",nir_stdDev
"(1, 72)",osavi_median
"(17, 73)",osavi_median_dry
"(48, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(44, 76)",ratio_median_dry
"(31, 80)",red_median_dry
"(40, 81)",red_median_dry_contrast
"(34, 82)",red_median_wet
"(20, 85)",ri_median_dry
"(4, 86)",ri_median_wet
"(15, 87)",rvi_median
"(52, 88)",rvi_median_1
"(55, 89)",rvi_median_wet
"(12, 90)",shape_median
"(45, 91)",shape_median_dry
"(49, 92)",shape_median_wet
"(1, 93)",solpe
"(1, 94)",swir1_median
"(27, 95)",swir1_median_dry
"(16, 96)",swir1_median_wet
"(54, 97)",swir1_stdDev
"(6, 101)",swir2_stdDev
"(26, 102)",ui_median
"(2, 107)",wetness_median_wet
