ranking,features
"(25, 0)",afvi_median
"(55, 1)",afvi_median_dry
"(12, 2)",afvi_median_wet
"(3, 6)",awei_median
"(20, 7)",awei_median_dry
"(58, 9)",blue_median
"(45, 12)",blue_stdDev
"(44, 13)",brba_median
"(39, 16)",brightness_median
"(28, 18)",brightness_median_wet
"(17, 24)",cvi_median_wet
"(46, 26)",dswi5_median_dry
"(29, 27)",dswi5_median_wet
"(41, 29)",evi_median_dry
"(59, 31)",gcvi_median
"(1, 32)",gcvi_median_dry
"(54, 33)",gcvi_median_wet
"(56, 38)",gli_median_dry
"(48, 39)",gli_median_wet
"(40, 40)",green_median
"(61, 41)",green_median_dry
"(13, 43)",green_stdDev
"(8, 44)",gvmi_median
"(11, 45)",gvmi_median_dry
"(1, 46)",gvmi_median_wet
"(27, 48)",iia_median
"(1, 49)",iia_median_dry
"(49, 50)",iia_median_wet
"(53, 51)",lswi_median
"(30, 53)",lswi_median_wet
"(33, 54)",mbi_median
"(26, 55)",mbi_median_dry
"(4, 56)",mbi_median_wet
"(36, 57)",nddi_median
"(47, 58)",nddi_median_dry
"(22, 59)",nddi_median_wet
"(1, 60)",ndvi_median
"(37, 63)",ndwi_median
"(34, 64)",ndwi_median_dry
"(2, 65)",ndwi_median_wet
"(35, 66)",nir_median
"(1, 67)",nir_median_contrast
"(62, 69)",nir_median_dry_contrast
"(23, 75)",ratio_median
"(16, 77)",ratio_median_wet
"(50, 78)",red_median
"(32, 79)",red_median_contrast
"(1, 81)",red_median_dry_contrast
"(24, 82)",red_median_wet
"(7, 83)",red_stdDev
"(31, 85)",ri_median_dry
"(10, 86)",ri_median_wet
"(14, 87)",rvi_median
"(52, 89)",rvi_median_wet
"(5, 91)",shape_median_dry
"(18, 93)",solpe
"(1, 94)",swir1_median
"(9, 95)",swir1_median_dry
"(60, 96)",swir1_median_wet
"(57, 98)",swir2_median
"(42, 99)",swir2_median_dry
"(15, 100)",swir2_median_wet
"(43, 102)",ui_median
"(51, 103)",ui_median_dry
"(6, 104)",ui_median_wet
"(19, 105)",wetness_median
"(38, 106)",wetness_median_dry
"(21, 107)",wetness_median_wet
