ranking,features
"(61, 1)",afvi_median_dry
"(36, 3)",avi_median
"(2, 4)",avi_median_dry
"(49, 6)",awei_median
"(27, 7)",awei_median_dry
"(19, 8)",awei_median_wet
"(37, 9)",blue_median
"(54, 10)",blue_median_dry
"(31, 11)",blue_median_wet
"(48, 12)",blue_stdDev
"(20, 13)",brba_median
"(1, 14)",brba_median_dry
"(15, 16)",brightness_median
"(25, 17)",brightness_median_dry
"(11, 18)",brightness_median_wet
"(24, 20)",bsi_median_1
"(17, 23)",cvi_median_dry
"(12, 24)",cvi_median_wet
"(58, 28)",evi_median
"(4, 29)",evi_median_dry
"(52, 31)",gcvi_median
"(7, 35)",gemi_median_dry
"(62, 37)",gli_median
"(40, 38)",gli_median_dry
"(5, 39)",gli_median_wet
"(18, 40)",green_median
"(41, 41)",green_median_dry
"(3, 42)",green_median_wet
"(23, 43)",green_stdDev
"(57, 44)",gvmi_median
"(47, 49)",iia_median_dry
"(39, 50)",iia_median_wet
"(43, 53)",lswi_median_wet
"(38, 55)",mbi_median_dry
"(44, 56)",mbi_median_wet
"(1, 61)",ndvi_median_dry
"(59, 62)",ndvi_median_wet
"(50, 63)",ndwi_median
"(13, 64)",ndwi_median_dry
"(29, 66)",nir_median
"(35, 67)",nir_median_contrast
"(10, 68)",nir_median_dry
"(1, 69)",nir_median_dry_contrast
"(53, 70)",nir_median_wet
"(42, 71)",nir_stdDev
"(30, 73)",osavi_median_dry
"(60, 75)",ratio_median
"(1, 76)",ratio_median_dry
"(33, 77)",ratio_median_wet
"(22, 78)",red_median
"(16, 79)",red_median_contrast
"(9, 80)",red_median_dry
"(34, 82)",red_median_wet
"(1, 83)",red_stdDev
"(51, 90)",shape_median
"(1, 92)",shape_median_wet
"(28, 95)",swir1_median_dry
"(56, 96)",swir1_median_wet
"(8, 97)",swir1_stdDev
"(45, 98)",swir2_median
"(26, 99)",swir2_median_dry
"(6, 101)",swir2_stdDev
"(55, 102)",ui_median
"(21, 103)",ui_median_dry
"(14, 104)",ui_median_wet
"(1, 105)",wetness_median
"(46, 106)",wetness_median_dry
"(32, 107)",wetness_median_wet
