ranking,features
"(8, 0)",afvi_median
"(53, 1)",afvi_median_dry
"(59, 3)",avi_median
"(1, 6)",awei_median
"(15, 7)",awei_median_dry
"(41, 9)",blue_median
"(1, 10)",blue_median_dry
"(39, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(48, 13)",brba_median
"(43, 16)",brightness_median
"(25, 18)",brightness_median_wet
"(26, 20)",bsi_median_1
"(23, 22)",cvi_median
"(51, 23)",cvi_median_dry
"(22, 24)",cvi_median_wet
"(35, 25)",dswi5_median
"(42, 26)",dswi5_median_dry
"(54, 27)",dswi5_median_wet
"(2, 31)",gcvi_median
"(3, 32)",gcvi_median_dry
"(31, 33)",gcvi_median_wet
"(44, 35)",gemi_median_dry
"(56, 36)",gemi_median_wet
"(9, 37)",gli_median
"(7, 38)",gli_median_dry
"(6, 40)",green_median
"(28, 41)",green_median_dry
"(29, 42)",green_median_wet
"(55, 43)",green_stdDev
"(5, 44)",gvmi_median
"(38, 46)",gvmi_median_wet
"(14, 48)",iia_median
"(1, 49)",iia_median_dry
"(37, 56)",mbi_median_wet
"(20, 57)",nddi_median
"(17, 60)",ndvi_median
"(52, 62)",ndvi_median_wet
"(1, 63)",ndwi_median
"(30, 64)",ndwi_median_dry
"(50, 65)",ndwi_median_wet
"(58, 68)",nir_median_dry
"(49, 71)",nir_stdDev
"(62, 73)",osavi_median_dry
"(61, 74)",osavi_median_wet
"(27, 75)",ratio_median
"(33, 77)",ratio_median_wet
"(1, 78)",red_median
"(4, 80)",red_median_dry
"(40, 81)",red_median_dry_contrast
"(24, 83)",red_stdDev
"(18, 84)",ri_median
"(57, 85)",ri_median_dry
"(16, 86)",ri_median_wet
"(32, 87)",rvi_median
"(60, 89)",rvi_median_wet
"(1, 90)",shape_median
"(11, 93)",solpe
"(36, 94)",swir1_median
"(45, 95)",swir1_median_dry
"(34, 97)",swir1_stdDev
"(21, 98)",swir2_median
"(13, 99)",swir2_median_dry
"(10, 102)",ui_median
"(46, 103)",ui_median_dry
"(47, 104)",ui_median_wet
"(12, 105)",wetness_median
"(19, 106)",wetness_median_dry
