ranking,features
"(3, 0)",afvi_median
"(29, 1)",afvi_median_dry
"(32, 2)",afvi_median_wet
"(17, 3)",avi_median
"(57, 5)",avi_median_wet
"(7, 6)",awei_median
"(41, 8)",awei_median_wet
"(38, 9)",blue_median
"(50, 10)",blue_median_dry
"(8, 12)",blue_stdDev
"(1, 13)",brba_median
"(1, 14)",brba_median_dry
"(27, 19)",bsi_median
"(34, 20)",bsi_median_1
"(10, 21)",bsi_median_2
"(24, 25)",dswi5_median
"(11, 27)",dswi5_median_wet
"(59, 28)",evi_median
"(56, 30)",evi_median_wet
"(9, 31)",gcvi_median
"(61, 36)",gemi_median_wet
"(16, 40)",green_median
"(12, 41)",green_median_dry
"(18, 42)",green_median_wet
"(21, 43)",green_stdDev
"(1, 44)",gvmi_median
"(33, 46)",gvmi_median_wet
"(40, 48)",iia_median
"(14, 49)",iia_median_dry
"(46, 51)",lswi_median
"(28, 53)",lswi_median_wet
"(5, 56)",mbi_median_wet
"(1, 57)",nddi_median
"(23, 59)",nddi_median_wet
"(39, 60)",ndvi_median
"(42, 61)",ndvi_median_dry
"(48, 62)",ndvi_median_wet
"(1, 63)",ndwi_median
"(43, 64)",ndwi_median_dry
"(37, 65)",ndwi_median_wet
"(15, 70)",nir_median_wet
"(6, 71)",nir_stdDev
"(20, 72)",osavi_median
"(62, 73)",osavi_median_dry
"(25, 75)",ratio_median
"(22, 76)",ratio_median_dry
"(47, 77)",ratio_median_wet
"(4, 78)",red_median
"(30, 79)",red_median_contrast
"(26, 84)",ri_median
"(36, 85)",ri_median_dry
"(13, 87)",rvi_median
"(54, 89)",rvi_median_wet
"(35, 90)",shape_median
"(53, 91)",shape_median_dry
"(51, 92)",shape_median_wet
"(1, 94)",swir1_median
"(49, 95)",swir1_median_dry
"(45, 96)",swir1_median_wet
"(52, 97)",swir1_stdDev
"(1, 98)",swir2_median
"(58, 100)",swir2_median_wet
"(60, 101)",swir2_stdDev
"(2, 102)",ui_median
"(31, 103)",ui_median_dry
"(55, 104)",ui_median_wet
"(19, 105)",wetness_median
"(44, 106)",wetness_median_dry
