ranking,features
"(1, 0)",afvi_median
"(36, 3)",avi_median
"(39, 4)",avi_median_dry
"(25, 6)",awei_median
"(1, 7)",awei_median_dry
"(11, 8)",awei_median_wet
"(13, 9)",blue_median
"(1, 10)",blue_median_dry
"(7, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(1, 16)",brightness_median
"(9, 17)",brightness_median_dry
"(12, 19)",bsi_median
"(15, 20)",bsi_median_1
"(2, 24)",cvi_median_wet
"(1, 25)",dswi5_median
"(1, 26)",dswi5_median_dry
"(1, 27)",dswi5_median_wet
"(1, 28)",evi_median
"(1, 29)",evi_median_dry
"(1, 30)",evi_median_wet
"(1, 32)",gcvi_median_dry
"(1, 33)",gcvi_median_wet
"(10, 34)",gemi_median
"(33, 35)",gemi_median_dry
"(35, 36)",gemi_median_wet
"(6, 37)",gli_median
"(21, 41)",green_median_dry
"(5, 42)",green_median_wet
"(1, 43)",green_stdDev
"(26, 46)",gvmi_median_wet
"(1, 47)",hillshade
"(38, 49)",iia_median_dry
"(1, 50)",iia_median_wet
"(29, 51)",lswi_median
"(23, 52)",lswi_median_dry
"(8, 53)",lswi_median_wet
"(4, 55)",mbi_median_dry
"(1, 56)",mbi_median_wet
"(19, 57)",nddi_median
"(1, 61)",ndvi_median_dry
"(17, 62)",ndvi_median_wet
"(1, 63)",ndwi_median
"(37, 67)",nir_median_contrast
"(34, 69)",nir_median_dry_contrast
"(27, 70)",nir_median_wet
"(24, 72)",osavi_median
"(31, 73)",osavi_median_dry
"(14, 74)",osavi_median_wet
"(1, 76)",ratio_median_dry
"(28, 77)",ratio_median_wet
"(32, 80)",red_median_dry
"(16, 84)",ri_median
"(18, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(1, 88)",rvi_median_1
"(1, 90)",shape_median
"(40, 92)",shape_median_wet
"(1, 94)",swir1_median
"(1, 95)",swir1_median_dry
"(20, 96)",swir1_median_wet
"(3, 97)",swir1_stdDev
"(41, 98)",swir2_median
"(30, 99)",swir2_median_dry
"(22, 101)",swir2_stdDev
"(1, 102)",ui_median
"(1, 105)",wetness_median
"(1, 106)",wetness_median_dry
