ranking,features
"(9, 0)",afvi_median
"(1, 2)",afvi_median_wet
"(1, 3)",avi_median
"(1, 4)",avi_median_dry
"(1, 5)",avi_median_wet
"(37, 8)",awei_median_wet
"(33, 10)",blue_median_dry
"(1, 11)",blue_median_wet
"(17, 12)",blue_stdDev
"(34, 13)",brba_median
"(30, 14)",brba_median_dry
"(38, 18)",brightness_median_wet
"(14, 19)",bsi_median
"(3, 22)",cvi_median
"(44, 25)",dswi5_median
"(19, 26)",dswi5_median_dry
"(1, 27)",dswi5_median_wet
"(10, 28)",evi_median
"(13, 29)",evi_median_dry
"(18, 30)",evi_median_wet
"(32, 31)",gcvi_median
"(1, 32)",gcvi_median_dry
"(1, 34)",gemi_median
"(27, 35)",gemi_median_dry
"(12, 36)",gemi_median_wet
"(7, 37)",gli_median
"(1, 40)",green_median
"(1, 41)",green_median_dry
"(20, 42)",green_median_wet
"(25, 43)",green_stdDev
"(6, 44)",gvmi_median
"(1, 45)",gvmi_median_dry
"(1, 46)",gvmi_median_wet
"(1, 48)",iia_median
"(1, 49)",iia_median_dry
"(1, 51)",lswi_median
"(36, 53)",lswi_median_wet
"(4, 54)",mbi_median
"(8, 57)",nddi_median
"(1, 60)",ndvi_median
"(2, 63)",ndwi_median
"(35, 64)",ndwi_median_dry
"(1, 65)",ndwi_median_wet
"(1, 66)",nir_median
"(28, 67)",nir_median_contrast
"(41, 68)",nir_median_dry
"(1, 69)",nir_median_dry_contrast
"(16, 70)",nir_median_wet
"(5, 71)",nir_stdDev
"(22, 73)",osavi_median_dry
"(24, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(29, 76)",ratio_median_dry
"(1, 78)",red_median
"(1, 81)",red_median_dry_contrast
"(26, 82)",red_median_wet
"(15, 84)",ri_median
"(1, 85)",ri_median_dry
"(21, 88)",rvi_median_1
"(23, 89)",rvi_median_wet
"(42, 91)",shape_median_dry
"(1, 93)",solpe
"(43, 94)",swir1_median
"(1, 96)",swir1_median_wet
"(39, 98)",swir2_median
"(40, 99)",swir2_median_dry
"(31, 100)",swir2_median_wet
"(11, 101)",swir2_stdDev
