ranking,features
"(17, 0)",afvi_median
"(41, 2)",afvi_median_wet
"(24, 3)",avi_median
"(2, 4)",avi_median_dry
"(45, 5)",avi_median_wet
"(14, 7)",awei_median_dry
"(36, 9)",blue_median
"(21, 10)",blue_median_dry
"(33, 11)",blue_median_wet
"(47, 15)",brba_median_wet
"(55, 16)",brightness_median
"(50, 17)",brightness_median_dry
"(29, 18)",brightness_median_wet
"(23, 24)",cvi_median_wet
"(1, 25)",dswi5_median
"(56, 26)",dswi5_median_dry
"(1, 27)",dswi5_median_wet
"(57, 28)",evi_median
"(1, 29)",evi_median_dry
"(8, 30)",evi_median_wet
"(1, 31)",gcvi_median
"(7, 32)",gcvi_median_dry
"(39, 35)",gemi_median_dry
"(11, 36)",gemi_median_wet
"(26, 37)",gli_median
"(1, 38)",gli_median_dry
"(51, 39)",gli_median_wet
"(3, 44)",gvmi_median
"(9, 46)",gvmi_median_wet
"(19, 47)",hillshade
"(12, 48)",iia_median
"(20, 49)",iia_median_dry
"(52, 50)",iia_median_wet
"(37, 51)",lswi_median
"(62, 52)",lswi_median_dry
"(22, 53)",lswi_median_wet
"(58, 54)",mbi_median
"(13, 56)",mbi_median_wet
"(34, 58)",nddi_median_dry
"(54, 59)",nddi_median_wet
"(42, 60)",ndvi_median
"(10, 61)",ndvi_median_dry
"(28, 63)",ndwi_median
"(31, 64)",ndwi_median_dry
"(43, 65)",ndwi_median_wet
"(46, 67)",nir_median_contrast
"(53, 69)",nir_median_dry_contrast
"(38, 70)",nir_median_wet
"(15, 71)",nir_stdDev
"(25, 73)",osavi_median_dry
"(49, 74)",osavi_median_wet
"(1, 76)",ratio_median_dry
"(30, 77)",ratio_median_wet
"(16, 84)",ri_median
"(35, 85)",ri_median_dry
"(60, 86)",ri_median_wet
"(59, 87)",rvi_median
"(4, 88)",rvi_median_1
"(32, 89)",rvi_median_wet
"(40, 90)",shape_median
"(1, 91)",shape_median_dry
"(61, 92)",shape_median_wet
"(18, 93)",solpe
"(27, 94)",swir1_median
"(6, 102)",ui_median
"(48, 103)",ui_median_dry
"(5, 104)",ui_median_wet
"(44, 106)",wetness_median_dry
