ranking,features
"(50, 0)",afvi_median
"(40, 1)",afvi_median_dry
"(38, 2)",afvi_median_wet
"(51, 3)",avi_median
"(29, 4)",avi_median_dry
"(25, 5)",avi_median_wet
"(2, 8)",awei_median_wet
"(47, 9)",blue_median
"(43, 12)",blue_stdDev
"(46, 13)",brba_median
"(18, 17)",brightness_median_dry
"(12, 18)",brightness_median_wet
"(17, 22)",cvi_median
"(53, 23)",cvi_median_dry
"(1, 24)",cvi_median_wet
"(42, 25)",dswi5_median
"(60, 27)",dswi5_median_wet
"(1, 30)",evi_median_wet
"(3, 31)",gcvi_median
"(1, 33)",gcvi_median_wet
"(13, 34)",gemi_median
"(52, 35)",gemi_median_dry
"(8, 36)",gemi_median_wet
"(28, 37)",gli_median
"(45, 41)",green_median_dry
"(36, 42)",green_median_wet
"(58, 43)",green_stdDev
"(9, 46)",gvmi_median_wet
"(27, 48)",iia_median
"(34, 49)",iia_median_dry
"(5, 50)",iia_median_wet
"(49, 51)",lswi_median
"(22, 53)",lswi_median_wet
"(15, 54)",mbi_median
"(39, 55)",mbi_median_dry
"(35, 56)",mbi_median_wet
"(20, 60)",ndvi_median
"(6, 61)",ndvi_median_dry
"(54, 63)",ndwi_median
"(21, 64)",ndwi_median_dry
"(57, 69)",nir_median_dry_contrast
"(1, 70)",nir_median_wet
"(56, 71)",nir_stdDev
"(10, 72)",osavi_median
"(41, 73)",osavi_median_dry
"(32, 74)",osavi_median_wet
"(14, 75)",ratio_median
"(11, 76)",ratio_median_dry
"(44, 78)",red_median
"(7, 84)",ri_median
"(16, 86)",ri_median_wet
"(1, 87)",rvi_median
"(1, 88)",rvi_median_1
"(23, 90)",shape_median
"(31, 91)",shape_median_dry
"(30, 92)",shape_median_wet
"(24, 94)",swir1_median
"(19, 95)",swir1_median_dry
"(1, 96)",swir1_median_wet
"(33, 97)",swir1_stdDev
"(26, 98)",swir2_median
"(61, 99)",swir2_median_dry
"(62, 100)",swir2_median_wet
"(4, 101)",swir2_stdDev
"(59, 103)",ui_median_dry
"(55, 104)",ui_median_wet
"(37, 106)",wetness_median_dry
"(48, 107)",wetness_median_wet
