ranking,features
"(7, 0)",afvi_median
"(37, 1)",afvi_median_dry
"(57, 2)",afvi_median_wet
"(2, 4)",avi_median_dry
"(27, 7)",awei_median_dry
"(44, 8)",awei_median_wet
"(32, 11)",blue_median_wet
"(24, 14)",brba_median_dry
"(1, 15)",brba_median_wet
"(55, 16)",brightness_median
"(21, 17)",brightness_median_dry
"(13, 18)",brightness_median_wet
"(1, 19)",bsi_median
"(26, 21)",bsi_median_2
"(56, 24)",cvi_median_wet
"(54, 28)",evi_median
"(19, 30)",evi_median_wet
"(5, 31)",gcvi_median
"(23, 32)",gcvi_median_dry
"(30, 33)",gcvi_median_wet
"(50, 34)",gemi_median
"(8, 35)",gemi_median_dry
"(35, 37)",gli_median
"(3, 39)",gli_median_wet
"(42, 40)",green_median
"(60, 41)",green_median_dry
"(45, 42)",green_median_wet
"(59, 46)",gvmi_median_wet
"(12, 48)",iia_median
"(47, 49)",iia_median_dry
"(22, 50)",iia_median_wet
"(52, 54)",mbi_median
"(1, 58)",nddi_median_dry
"(39, 60)",ndvi_median
"(53, 61)",ndvi_median_dry
"(33, 62)",ndvi_median_wet
"(46, 64)",ndwi_median_dry
"(48, 65)",ndwi_median_wet
"(28, 67)",nir_median_contrast
"(25, 68)",nir_median_dry
"(18, 69)",nir_median_dry_contrast
"(40, 71)",nir_stdDev
"(38, 72)",osavi_median
"(17, 74)",osavi_median_wet
"(43, 77)",ratio_median_wet
"(1, 79)",red_median_contrast
"(14, 80)",red_median_dry
"(61, 81)",red_median_dry_contrast
"(9, 82)",red_median_wet
"(6, 83)",red_stdDev
"(4, 84)",ri_median
"(49, 85)",ri_median_dry
"(1, 86)",ri_median_wet
"(51, 87)",rvi_median
"(15, 89)",rvi_median_wet
"(11, 90)",shape_median
"(1, 92)",shape_median_wet
"(16, 93)",solpe
"(10, 94)",swir1_median
"(58, 95)",swir1_median_dry
"(41, 96)",swir1_median_wet
"(1, 97)",swir1_stdDev
"(29, 98)",swir2_median
"(34, 99)",swir2_median_dry
"(20, 101)",swir2_stdDev
"(1, 103)",ui_median_dry
"(36, 105)",wetness_median
"(31, 106)",wetness_median_dry
