ranking,features
"(21, 0)",afvi_median
"(39, 1)",afvi_median_dry
"(1, 4)",avi_median_dry
"(1, 7)",awei_median_dry
"(24, 8)",awei_median_wet
"(29, 9)",blue_median
"(36, 10)",blue_median_dry
"(10, 11)",blue_median_wet
"(35, 12)",blue_stdDev
"(31, 13)",brba_median
"(1, 14)",brba_median_dry
"(3, 16)",brightness_median
"(16, 17)",brightness_median_dry
"(47, 18)",brightness_median_wet
"(23, 19)",bsi_median
"(58, 20)",bsi_median_1
"(4, 23)",cvi_median_dry
"(6, 24)",cvi_median_wet
"(45, 28)",evi_median
"(9, 29)",evi_median_dry
"(53, 30)",evi_median_wet
"(8, 32)",gcvi_median_dry
"(50, 35)",gemi_median_dry
"(26, 37)",gli_median
"(32, 38)",gli_median_dry
"(1, 39)",gli_median_wet
"(52, 40)",green_median
"(5, 41)",green_median_dry
"(14, 42)",green_median_wet
"(51, 43)",green_stdDev
"(54, 45)",gvmi_median_dry
"(1, 47)",hillshade
"(55, 48)",iia_median
"(27, 49)",iia_median_dry
"(2, 55)",mbi_median_dry
"(33, 57)",nddi_median
"(48, 58)",nddi_median_dry
"(34, 60)",ndvi_median
"(1, 61)",ndvi_median_dry
"(30, 62)",ndvi_median_wet
"(28, 67)",nir_median_contrast
"(11, 68)",nir_median_dry
"(1, 69)",nir_median_dry_contrast
"(19, 71)",nir_stdDev
"(49, 72)",osavi_median
"(7, 73)",osavi_median_dry
"(46, 75)",ratio_median
"(56, 77)",ratio_median_wet
"(25, 78)",red_median
"(18, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(12, 83)",red_stdDev
"(57, 84)",ri_median
"(41, 85)",ri_median_dry
"(13, 86)",ri_median_wet
"(1, 88)",rvi_median_1
"(44, 89)",rvi_median_wet
"(1, 92)",shape_median_wet
"(17, 93)",solpe
"(37, 94)",swir1_median
"(22, 95)",swir1_median_dry
"(42, 98)",swir2_median
"(38, 99)",swir2_median_dry
"(15, 101)",swir2_stdDev
"(40, 102)",ui_median
"(1, 105)",wetness_median
"(20, 106)",wetness_median_dry
"(43, 107)",wetness_median_wet
