ranking,features
"(26, 2)",afvi_median_wet
"(62, 4)",avi_median_dry
"(3, 5)",avi_median_wet
"(9, 6)",awei_median
"(14, 8)",awei_median_wet
"(28, 10)",blue_median_dry
"(7, 12)",blue_stdDev
"(1, 16)",brightness_median
"(8, 17)",brightness_median_dry
"(25, 20)",bsi_median_1
"(22, 21)",bsi_median_2
"(4, 25)",dswi5_median
"(23, 26)",dswi5_median_dry
"(51, 27)",dswi5_median_wet
"(57, 29)",evi_median_dry
"(42, 31)",gcvi_median
"(53, 32)",gcvi_median_dry
"(56, 33)",gcvi_median_wet
"(1, 35)",gemi_median_dry
"(15, 37)",gli_median
"(35, 39)",gli_median_wet
"(30, 40)",green_median
"(38, 41)",green_median_dry
"(19, 42)",green_median_wet
"(1, 43)",green_stdDev
"(12, 45)",gvmi_median_dry
"(24, 46)",gvmi_median_wet
"(6, 48)",iia_median
"(11, 52)",lswi_median_dry
"(5, 53)",lswi_median_wet
"(36, 54)",mbi_median
"(1, 56)",mbi_median_wet
"(43, 57)",nddi_median
"(21, 59)",nddi_median_wet
"(37, 62)",ndvi_median_wet
"(49, 63)",ndwi_median
"(44, 66)",nir_median
"(17, 67)",nir_median_contrast
"(1, 68)",nir_median_dry
"(46, 69)",nir_median_dry_contrast
"(33, 71)",nir_stdDev
"(29, 72)",osavi_median
"(58, 73)",osavi_median_dry
"(59, 74)",osavi_median_wet
"(54, 75)",ratio_median
"(41, 77)",ratio_median_wet
"(39, 78)",red_median
"(27, 79)",red_median_contrast
"(40, 81)",red_median_dry_contrast
"(50, 82)",red_median_wet
"(31, 83)",red_stdDev
"(45, 84)",ri_median
"(61, 86)",ri_median_wet
"(32, 87)",rvi_median
"(34, 89)",rvi_median_wet
"(52, 91)",shape_median_dry
"(47, 92)",shape_median_wet
"(20, 93)",solpe
"(16, 94)",swir1_median
"(18, 95)",swir1_median_dry
"(1, 96)",swir1_median_wet
"(2, 98)",swir2_median
"(13, 100)",swir2_median_wet
"(55, 101)",swir2_stdDev
"(48, 104)",ui_median_wet
"(60, 105)",wetness_median
"(10, 106)",wetness_median_dry
"(1, 107)",wetness_median_wet
