ranking,features
"(61, 1)",afvi_median_dry
"(55, 3)",avi_median
"(1, 4)",avi_median_dry
"(5, 5)",avi_median_wet
"(31, 6)",awei_median
"(17, 7)",awei_median_dry
"(15, 8)",awei_median_wet
"(56, 9)",blue_median
"(23, 18)",brightness_median_wet
"(59, 19)",bsi_median
"(42, 22)",cvi_median
"(58, 23)",cvi_median_dry
"(24, 24)",cvi_median_wet
"(60, 25)",dswi5_median
"(54, 26)",dswi5_median_dry
"(46, 28)",evi_median
"(14, 29)",evi_median_dry
"(1, 30)",evi_median_wet
"(57, 31)",gcvi_median
"(43, 32)",gcvi_median_dry
"(11, 33)",gcvi_median_wet
"(36, 34)",gemi_median
"(41, 35)",gemi_median_dry
"(6, 36)",gemi_median_wet
"(25, 37)",gli_median
"(9, 40)",green_median
"(45, 41)",green_median_dry
"(29, 44)",gvmi_median
"(10, 46)",gvmi_median_wet
"(16, 48)",iia_median
"(8, 50)",iia_median_wet
"(44, 53)",lswi_median_wet
"(13, 54)",mbi_median
"(51, 58)",nddi_median_dry
"(37, 59)",nddi_median_wet
"(18, 60)",ndvi_median
"(1, 61)",ndvi_median_dry
"(49, 62)",ndvi_median_wet
"(26, 64)",ndwi_median_dry
"(30, 65)",ndwi_median_wet
"(53, 66)",nir_median
"(38, 68)",nir_median_dry
"(50, 69)",nir_median_dry_contrast
"(1, 70)",nir_median_wet
"(33, 71)",nir_stdDev
"(7, 72)",osavi_median
"(27, 73)",osavi_median_dry
"(12, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(2, 76)",ratio_median_dry
"(34, 77)",ratio_median_wet
"(47, 80)",red_median_dry
"(35, 84)",ri_median
"(48, 86)",ri_median_wet
"(40, 87)",rvi_median
"(1, 88)",rvi_median_1
"(28, 90)",shape_median
"(22, 91)",shape_median_dry
"(3, 92)",shape_median_wet
"(32, 94)",swir1_median
"(62, 95)",swir1_median_dry
"(1, 96)",swir1_median_wet
"(19, 98)",swir2_median
"(4, 101)",swir2_stdDev
"(39, 103)",ui_median_dry
"(20, 104)",ui_median_wet
"(21, 105)",wetness_median
"(52, 107)",wetness_median_wet
