ranking,features
"(14, 0)",afvi_median
"(60, 1)",afvi_median_dry
"(52, 2)",afvi_median_wet
"(49, 3)",avi_median
"(51, 4)",avi_median_dry
"(58, 7)",awei_median_dry
"(3, 8)",awei_median_wet
"(47, 9)",blue_median
"(15, 10)",blue_median_dry
"(62, 11)",blue_median_wet
"(11, 12)",blue_stdDev
"(1, 13)",brba_median
"(1, 14)",brba_median_dry
"(27, 15)",brba_median_wet
"(45, 16)",brightness_median
"(46, 19)",bsi_median
"(18, 20)",bsi_median_1
"(23, 21)",bsi_median_2
"(36, 25)",dswi5_median
"(57, 26)",dswi5_median_dry
"(30, 28)",evi_median
"(38, 30)",evi_median_wet
"(29, 32)",gcvi_median_dry
"(31, 36)",gemi_median_wet
"(40, 38)",gli_median_dry
"(61, 40)",green_median
"(35, 41)",green_median_dry
"(26, 42)",green_median_wet
"(20, 43)",green_stdDev
"(1, 44)",gvmi_median
"(12, 46)",gvmi_median_wet
"(53, 48)",iia_median
"(28, 49)",iia_median_dry
"(55, 50)",iia_median_wet
"(7, 51)",lswi_median
"(25, 53)",lswi_median_wet
"(34, 56)",mbi_median_wet
"(5, 57)",nddi_median
"(56, 59)",nddi_median_wet
"(1, 60)",ndvi_median
"(54, 61)",ndvi_median_dry
"(43, 62)",ndvi_median_wet
"(9, 63)",ndwi_median
"(6, 65)",ndwi_median_wet
"(17, 70)",nir_median_wet
"(19, 71)",nir_stdDev
"(13, 72)",osavi_median
"(39, 73)",osavi_median_dry
"(4, 75)",ratio_median
"(24, 76)",ratio_median_dry
"(32, 78)",red_median
"(37, 80)",red_median_dry
"(48, 81)",red_median_dry_contrast
"(33, 82)",red_median_wet
"(44, 83)",red_stdDev
"(42, 86)",ri_median_wet
"(1, 87)",rvi_median
"(59, 89)",rvi_median_wet
"(50, 92)",shape_median_wet
"(1, 94)",swir1_median
"(21, 96)",swir1_median_wet
"(1, 98)",swir2_median
"(41, 100)",swir2_median_wet
"(16, 101)",swir2_stdDev
"(8, 102)",ui_median
"(10, 104)",ui_median_wet
"(2, 105)",wetness_median
"(22, 107)",wetness_median_wet
