ranking,features
"(41, 3)",avi_median
"(55, 4)",avi_median_dry
"(1, 5)",avi_median_wet
"(61, 6)",awei_median
"(1, 8)",awei_median_wet
"(53, 9)",blue_median
"(57, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(62, 16)",brightness_median
"(47, 17)",brightness_median_dry
"(58, 18)",brightness_median_wet
"(46, 22)",cvi_median
"(25, 24)",cvi_median_wet
"(5, 26)",dswi5_median_dry
"(26, 27)",dswi5_median_wet
"(29, 28)",evi_median
"(17, 29)",evi_median_dry
"(56, 30)",evi_median_wet
"(9, 31)",gcvi_median
"(40, 32)",gcvi_median_dry
"(6, 33)",gcvi_median_wet
"(43, 34)",gemi_median
"(48, 35)",gemi_median_dry
"(14, 36)",gemi_median_wet
"(12, 38)",gli_median_dry
"(11, 43)",green_stdDev
"(59, 44)",gvmi_median
"(28, 45)",gvmi_median_dry
"(44, 47)",hillshade
"(21, 48)",iia_median
"(45, 49)",iia_median_dry
"(1, 50)",iia_median_wet
"(34, 56)",mbi_median_wet
"(49, 58)",nddi_median_dry
"(39, 59)",nddi_median_wet
"(38, 60)",ndvi_median
"(23, 61)",ndvi_median_dry
"(8, 62)",ndvi_median_wet
"(52, 63)",ndwi_median
"(24, 68)",nir_median_dry
"(19, 69)",nir_median_dry_contrast
"(60, 70)",nir_median_wet
"(35, 72)",osavi_median
"(1, 73)",osavi_median_dry
"(3, 75)",ratio_median
"(32, 76)",ratio_median_dry
"(15, 77)",ratio_median_wet
"(22, 80)",red_median_dry
"(36, 81)",red_median_dry_contrast
"(54, 82)",red_median_wet
"(10, 83)",red_stdDev
"(18, 84)",ri_median
"(1, 86)",ri_median_wet
"(31, 87)",rvi_median
"(4, 88)",rvi_median_1
"(27, 89)",rvi_median_wet
"(30, 91)",shape_median_dry
"(13, 93)",solpe
"(1, 94)",swir1_median
"(33, 95)",swir1_median_dry
"(7, 96)",swir1_median_wet
"(16, 98)",swir2_median
"(2, 99)",swir2_median_dry
"(51, 100)",swir2_median_wet
"(37, 102)",ui_median
"(50, 105)",wetness_median
"(42, 106)",wetness_median_dry
"(20, 107)",wetness_median_wet
