ranking,features
"(37, 0)",afvi_median
"(50, 2)",afvi_median_wet
"(1, 3)",avi_median
"(1, 4)",avi_median_dry
"(9, 5)",avi_median_wet
"(40, 7)",awei_median_dry
"(1, 8)",awei_median_wet
"(6, 11)",blue_median_wet
"(26, 12)",blue_stdDev
"(25, 16)",brightness_median
"(29, 17)",brightness_median_dry
"(54, 18)",brightness_median_wet
"(58, 21)",bsi_median_2
"(21, 22)",cvi_median
"(36, 23)",cvi_median_dry
"(49, 24)",cvi_median_wet
"(44, 25)",dswi5_median
"(41, 27)",dswi5_median_wet
"(1, 29)",evi_median_dry
"(30, 30)",evi_median_wet
"(51, 31)",gcvi_median
"(33, 32)",gcvi_median_dry
"(34, 34)",gemi_median
"(60, 35)",gemi_median_dry
"(4, 36)",gemi_median_wet
"(42, 37)",gli_median
"(17, 38)",gli_median_dry
"(8, 41)",green_median_dry
"(53, 42)",green_median_wet
"(1, 44)",gvmi_median
"(31, 45)",gvmi_median_dry
"(1, 47)",hillshade
"(19, 49)",iia_median_dry
"(20, 50)",iia_median_wet
"(59, 52)",lswi_median_dry
"(46, 53)",lswi_median_wet
"(56, 57)",nddi_median
"(10, 59)",nddi_median_wet
"(55, 60)",ndvi_median
"(39, 61)",ndvi_median_dry
"(18, 62)",ndvi_median_wet
"(57, 65)",ndwi_median_wet
"(28, 66)",nir_median
"(13, 68)",nir_median_dry
"(45, 70)",nir_median_wet
"(16, 71)",nir_stdDev
"(32, 73)",osavi_median_dry
"(5, 74)",osavi_median_wet
"(52, 75)",ratio_median
"(7, 76)",ratio_median_dry
"(1, 77)",ratio_median_wet
"(2, 83)",red_stdDev
"(62, 84)",ri_median
"(22, 86)",ri_median_wet
"(23, 88)",rvi_median_1
"(43, 89)",rvi_median_wet
"(14, 90)",shape_median
"(12, 91)",shape_median_dry
"(11, 92)",shape_median_wet
"(38, 95)",swir1_median_dry
"(3, 96)",swir1_median_wet
"(15, 97)",swir1_stdDev
"(61, 98)",swir2_median
"(35, 100)",swir2_median_wet
"(47, 101)",swir2_stdDev
"(48, 105)",wetness_median
"(24, 106)",wetness_median_dry
"(27, 107)",wetness_median_wet
