ranking,features
"(5, 3)",avi_median
"(62, 4)",avi_median_dry
"(10, 5)",avi_median_wet
"(45, 7)",awei_median_dry
"(24, 8)",awei_median_wet
"(15, 9)",blue_median
"(53, 10)",blue_median_dry
"(41, 12)",blue_stdDev
"(1, 16)",brightness_median
"(26, 17)",brightness_median_dry
"(60, 18)",brightness_median_wet
"(29, 22)",cvi_median
"(36, 24)",cvi_median_wet
"(27, 28)",evi_median
"(23, 29)",evi_median_dry
"(20, 31)",gcvi_median
"(14, 33)",gcvi_median_wet
"(1, 34)",gemi_median
"(16, 35)",gemi_median_dry
"(28, 36)",gemi_median_wet
"(49, 37)",gli_median
"(6, 38)",gli_median_dry
"(51, 39)",gli_median_wet
"(1, 40)",green_median
"(52, 41)",green_median_dry
"(25, 42)",green_median_wet
"(21, 43)",green_stdDev
"(54, 47)",hillshade
"(40, 48)",iia_median
"(18, 49)",iia_median_dry
"(19, 50)",iia_median_wet
"(59, 53)",lswi_median_wet
"(61, 54)",mbi_median
"(55, 58)",nddi_median_dry
"(46, 60)",ndvi_median
"(3, 61)",ndvi_median_dry
"(42, 62)",ndvi_median_wet
"(31, 65)",ndwi_median_wet
"(1, 66)",nir_median
"(9, 68)",nir_median_dry
"(17, 70)",nir_median_wet
"(12, 72)",osavi_median
"(1, 73)",osavi_median_dry
"(35, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(8, 76)",ratio_median_dry
"(58, 77)",ratio_median_wet
"(48, 78)",red_median
"(38, 79)",red_median_contrast
"(47, 80)",red_median_dry
"(39, 83)",red_stdDev
"(50, 86)",ri_median_wet
"(34, 87)",rvi_median
"(1, 88)",rvi_median_1
"(57, 89)",rvi_median_wet
"(7, 90)",shape_median
"(2, 91)",shape_median_dry
"(44, 92)",shape_median_wet
"(30, 94)",swir1_median
"(37, 95)",swir1_median_dry
"(56, 96)",swir1_median_wet
"(4, 97)",swir1_stdDev
"(11, 100)",swir2_median_wet
"(43, 101)",swir2_stdDev
"(33, 104)",ui_median_wet
"(32, 105)",wetness_median
"(22, 106)",wetness_median_dry
"(13, 107)",wetness_median_wet
