ranking,features
"(12, 0)",afvi_median
"(1, 1)",afvi_median_dry
"(11, 2)",afvi_median_wet
"(35, 6)",awei_median
"(1, 7)",awei_median_dry
"(26, 8)",awei_median_wet
"(1, 9)",blue_median
"(62, 10)",blue_median_dry
"(55, 11)",blue_median_wet
"(52, 13)",brba_median
"(13, 15)",brba_median_wet
"(42, 16)",brightness_median
"(60, 17)",brightness_median_dry
"(3, 19)",bsi_median
"(1, 20)",bsi_median_1
"(7, 21)",bsi_median_2
"(6, 22)",cvi_median
"(19, 23)",cvi_median_dry
"(1, 24)",cvi_median_wet
"(48, 25)",dswi5_median
"(23, 26)",dswi5_median_dry
"(45, 31)",gcvi_median
"(53, 33)",gcvi_median_wet
"(56, 35)",gemi_median_dry
"(31, 38)",gli_median_dry
"(36, 39)",gli_median_wet
"(32, 40)",green_median
"(41, 41)",green_median_dry
"(24, 42)",green_median_wet
"(59, 44)",gvmi_median
"(5, 45)",gvmi_median_dry
"(17, 50)",iia_median_wet
"(39, 51)",lswi_median
"(38, 52)",lswi_median_dry
"(37, 55)",mbi_median_dry
"(34, 57)",nddi_median
"(22, 58)",nddi_median_dry
"(16, 59)",nddi_median_wet
"(47, 60)",ndvi_median
"(46, 61)",ndvi_median_dry
"(27, 63)",ndwi_median
"(1, 64)",ndwi_median_dry
"(43, 65)",ndwi_median_wet
"(57, 66)",nir_median
"(40, 68)",nir_median_dry
"(49, 69)",nir_median_dry_contrast
"(50, 74)",osavi_median_wet
"(51, 75)",ratio_median
"(21, 76)",ratio_median_dry
"(44, 78)",red_median
"(20, 80)",red_median_dry
"(54, 83)",red_stdDev
"(61, 85)",ri_median_dry
"(18, 88)",rvi_median_1
"(8, 91)",shape_median_dry
"(29, 92)",shape_median_wet
"(28, 94)",swir1_median
"(4, 95)",swir1_median_dry
"(14, 97)",swir1_stdDev
"(9, 98)",swir2_median
"(15, 99)",swir2_median_dry
"(58, 100)",swir2_median_wet
"(10, 101)",swir2_stdDev
"(25, 102)",ui_median
"(2, 103)",ui_median_dry
"(33, 104)",ui_median_wet
"(30, 105)",wetness_median
"(1, 106)",wetness_median_dry
