ranking,features
"(1, 0)",afvi_median
"(40, 1)",afvi_median_dry
"(11, 2)",afvi_median_wet
"(36, 5)",avi_median_wet
"(1, 6)",awei_median
"(27, 8)",awei_median_wet
"(1, 9)",blue_median
"(37, 11)",blue_median_wet
"(32, 12)",blue_stdDev
"(2, 16)",brightness_median
"(16, 19)",bsi_median
"(1, 20)",bsi_median_1
"(1, 21)",bsi_median_2
"(1, 25)",dswi5_median
"(7, 27)",dswi5_median_wet
"(1, 28)",evi_median
"(1, 30)",evi_median_wet
"(1, 31)",gcvi_median
"(47, 35)",gemi_median_dry
"(41, 36)",gemi_median_wet
"(14, 37)",gli_median
"(44, 38)",gli_median_dry
"(25, 39)",gli_median_wet
"(15, 40)",green_median
"(1, 43)",green_stdDev
"(1, 44)",gvmi_median
"(1, 46)",gvmi_median_wet
"(1, 48)",iia_median
"(1, 51)",lswi_median
"(35, 53)",lswi_median_wet
"(17, 54)",mbi_median
"(38, 55)",mbi_median_dry
"(26, 56)",mbi_median_wet
"(8, 57)",nddi_median
"(29, 58)",nddi_median_dry
"(1, 59)",nddi_median_wet
"(19, 60)",ndvi_median
"(9, 62)",ndvi_median_wet
"(1, 63)",ndwi_median
"(21, 64)",ndwi_median_dry
"(13, 65)",ndwi_median_wet
"(23, 70)",nir_median_wet
"(22, 71)",nir_stdDev
"(10, 72)",osavi_median
"(31, 74)",osavi_median_wet
"(33, 77)",ratio_median_wet
"(1, 78)",red_median
"(28, 79)",red_median_contrast
"(46, 81)",red_median_dry_contrast
"(34, 82)",red_median_wet
"(1, 83)",red_stdDev
"(5, 84)",ri_median
"(42, 86)",ri_median_wet
"(30, 87)",rvi_median
"(12, 89)",rvi_median_wet
"(1, 90)",shape_median
"(39, 91)",shape_median_dry
"(3, 94)",swir1_median
"(1, 96)",swir1_median_wet
"(4, 98)",swir2_median
"(18, 99)",swir2_median_dry
"(24, 100)",swir2_median_wet
"(1, 102)",ui_median
"(43, 103)",ui_median_dry
"(6, 104)",ui_median_wet
"(1, 105)",wetness_median
"(45, 106)",wetness_median_dry
"(20, 107)",wetness_median_wet
