ranking,features
"(43, 1)",afvi_median_dry
"(1, 2)",afvi_median_wet
"(1, 4)",avi_median_dry
"(25, 6)",awei_median
"(37, 7)",awei_median_dry
"(31, 8)",awei_median_wet
"(34, 9)",blue_median
"(6, 12)",blue_stdDev
"(33, 14)",brba_median_dry
"(18, 16)",brightness_median
"(10, 17)",brightness_median_dry
"(55, 19)",bsi_median
"(47, 20)",bsi_median_1
"(56, 21)",bsi_median_2
"(46, 25)",dswi5_median
"(48, 27)",dswi5_median_wet
"(27, 29)",evi_median_dry
"(17, 31)",gcvi_median
"(23, 32)",gcvi_median_dry
"(32, 34)",gemi_median
"(2, 35)",gemi_median_dry
"(59, 38)",gli_median_dry
"(19, 39)",gli_median_wet
"(35, 40)",green_median
"(53, 41)",green_median_dry
"(42, 42)",green_median_wet
"(1, 43)",green_stdDev
"(50, 45)",gvmi_median_dry
"(15, 46)",gvmi_median_wet
"(1, 48)",iia_median
"(51, 49)",iia_median_dry
"(52, 50)",iia_median_wet
"(54, 51)",lswi_median
"(9, 53)",lswi_median_wet
"(1, 56)",mbi_median_wet
"(40, 57)",nddi_median
"(45, 58)",nddi_median_dry
"(13, 60)",ndvi_median
"(12, 62)",ndvi_median_wet
"(36, 63)",ndwi_median
"(21, 64)",ndwi_median_dry
"(11, 65)",ndwi_median_wet
"(1, 68)",nir_median_dry
"(44, 71)",nir_stdDev
"(38, 75)",ratio_median
"(29, 77)",ratio_median_wet
"(7, 78)",red_median
"(26, 80)",red_median_dry
"(4, 83)",red_stdDev
"(3, 84)",ri_median
"(28, 85)",ri_median_dry
"(49, 86)",ri_median_wet
"(58, 87)",rvi_median
"(61, 88)",rvi_median_1
"(30, 89)",rvi_median_wet
"(60, 90)",shape_median
"(57, 92)",shape_median_wet
"(22, 94)",swir1_median
"(14, 95)",swir1_median_dry
"(39, 96)",swir1_median_wet
"(8, 99)",swir2_median_dry
"(24, 100)",swir2_median_wet
"(62, 102)",ui_median
"(16, 103)",ui_median_dry
"(20, 104)",ui_median_wet
"(1, 105)",wetness_median
"(5, 106)",wetness_median_dry
"(41, 107)",wetness_median_wet
