ranking,features
"(3, 0)",afvi_median
"(43, 1)",afvi_median_dry
"(20, 2)",afvi_median_wet
"(18, 5)",avi_median_wet
"(1, 6)",awei_median
"(57, 7)",awei_median_dry
"(16, 8)",awei_median_wet
"(25, 9)",blue_median
"(27, 10)",blue_median_dry
"(19, 12)",blue_stdDev
"(29, 13)",brba_median
"(1, 14)",brba_median_dry
"(24, 15)",brba_median_wet
"(58, 16)",brightness_median
"(46, 17)",brightness_median_dry
"(61, 18)",brightness_median_wet
"(13, 19)",bsi_median
"(35, 20)",bsi_median_1
"(31, 21)",bsi_median_2
"(22, 25)",dswi5_median
"(17, 26)",dswi5_median_dry
"(26, 27)",dswi5_median_wet
"(59, 29)",evi_median_dry
"(39, 32)",gcvi_median_dry
"(62, 33)",gcvi_median_wet
"(60, 34)",gemi_median
"(6, 36)",gemi_median_wet
"(47, 37)",gli_median
"(38, 40)",green_median
"(53, 41)",green_median_dry
"(44, 42)",green_median_wet
"(33, 43)",green_stdDev
"(1, 44)",gvmi_median
"(12, 46)",gvmi_median_wet
"(55, 48)",iia_median
"(41, 49)",iia_median_dry
"(49, 53)",lswi_median_wet
"(15, 56)",mbi_median_wet
"(10, 57)",nddi_median
"(48, 59)",nddi_median_wet
"(1, 60)",ndvi_median
"(56, 62)",ndvi_median_wet
"(11, 65)",ndwi_median_wet
"(32, 68)",nir_median_dry
"(51, 69)",nir_median_dry_contrast
"(14, 70)",nir_median_wet
"(5, 71)",nir_stdDev
"(9, 72)",osavi_median
"(50, 74)",osavi_median_wet
"(1, 75)",ratio_median
"(23, 76)",ratio_median_dry
"(42, 82)",red_median_wet
"(21, 83)",red_stdDev
"(37, 84)",ri_median
"(34, 86)",ri_median_wet
"(8, 87)",rvi_median
"(36, 88)",rvi_median_1
"(28, 92)",shape_median_wet
"(1, 94)",swir1_median
"(52, 95)",swir1_median_dry
"(40, 96)",swir1_median_wet
"(1, 98)",swir2_median
"(30, 100)",swir2_median_wet
"(45, 101)",swir2_stdDev
"(7, 102)",ui_median
"(54, 104)",ui_median_wet
"(2, 105)",wetness_median
"(4, 107)",wetness_median_wet
