ranking,features
"(61, 0)",afvi_median
"(11, 1)",afvi_median_dry
"(2, 4)",avi_median_dry
"(28, 6)",awei_median
"(48, 7)",awei_median_dry
"(14, 8)",awei_median_wet
"(42, 9)",blue_median
"(52, 10)",blue_median_dry
"(49, 11)",blue_median_wet
"(44, 12)",blue_stdDev
"(1, 14)",brba_median_dry
"(59, 15)",brba_median_wet
"(18, 16)",brightness_median
"(6, 17)",brightness_median_dry
"(10, 18)",brightness_median_wet
"(55, 20)",bsi_median_1
"(9, 24)",cvi_median_wet
"(31, 27)",dswi5_median_wet
"(4, 29)",evi_median_dry
"(50, 32)",gcvi_median_dry
"(16, 35)",gemi_median_dry
"(47, 38)",gli_median_dry
"(13, 39)",gli_median_wet
"(32, 40)",green_median
"(3, 42)",green_median_wet
"(57, 47)",hillshade
"(62, 49)",iia_median_dry
"(36, 50)",iia_median_wet
"(40, 57)",nddi_median
"(27, 58)",nddi_median_dry
"(1, 61)",ndvi_median_dry
"(58, 63)",ndwi_median
"(26, 64)",ndwi_median_dry
"(19, 67)",nir_median_contrast
"(7, 68)",nir_median_dry
"(1, 69)",nir_median_dry_contrast
"(35, 71)",nir_stdDev
"(46, 74)",osavi_median_wet
"(45, 75)",ratio_median
"(5, 76)",ratio_median_dry
"(22, 78)",red_median
"(56, 79)",red_median_contrast
"(60, 80)",red_median_dry
"(12, 81)",red_median_dry_contrast
"(15, 82)",red_median_wet
"(1, 83)",red_stdDev
"(38, 85)",ri_median_dry
"(43, 86)",ri_median_wet
"(53, 87)",rvi_median
"(1, 88)",rvi_median_1
"(20, 89)",rvi_median_wet
"(25, 90)",shape_median
"(34, 91)",shape_median_dry
"(1, 92)",shape_median_wet
"(30, 93)",solpe
"(51, 95)",swir1_median_dry
"(54, 96)",swir1_median_wet
"(17, 97)",swir1_stdDev
"(29, 98)",swir2_median
"(39, 99)",swir2_median_dry
"(23, 100)",swir2_median_wet
"(8, 101)",swir2_stdDev
"(33, 102)",ui_median
"(21, 103)",ui_median_dry
"(37, 104)",ui_median_wet
"(1, 105)",wetness_median
"(24, 106)",wetness_median_dry
"(41, 107)",wetness_median_wet
