ranking,features
"(20, 0)",afvi_median
"(1, 1)",afvi_median_dry
"(31, 2)",afvi_median_wet
"(39, 4)",avi_median_dry
"(25, 6)",awei_median
"(1, 7)",awei_median_dry
"(19, 8)",awei_median_wet
"(7, 9)",blue_median
"(60, 10)",blue_median_dry
"(41, 12)",blue_stdDev
"(55, 13)",brba_median
"(50, 14)",brba_median_dry
"(29, 15)",brba_median_wet
"(1, 16)",brightness_median
"(40, 17)",brightness_median_dry
"(21, 18)",brightness_median_wet
"(5, 19)",bsi_median
"(11, 20)",bsi_median_1
"(1, 21)",bsi_median_2
"(1, 22)",cvi_median
"(14, 23)",cvi_median_dry
"(24, 24)",cvi_median_wet
"(54, 25)",dswi5_median
"(49, 26)",dswi5_median_dry
"(52, 31)",gcvi_median
"(18, 33)",gcvi_median_wet
"(35, 37)",gli_median
"(12, 38)",gli_median_dry
"(17, 42)",green_median_wet
"(33, 44)",gvmi_median
"(32, 45)",gvmi_median_dry
"(44, 50)",iia_median_wet
"(6, 51)",lswi_median
"(51, 53)",lswi_median_wet
"(45, 54)",mbi_median
"(59, 58)",nddi_median_dry
"(15, 59)",nddi_median_wet
"(27, 60)",ndvi_median
"(23, 61)",ndvi_median_dry
"(3, 63)",ndwi_median
"(1, 64)",ndwi_median_dry
"(48, 65)",ndwi_median_wet
"(58, 68)",nir_median_dry
"(62, 71)",nir_stdDev
"(57, 73)",osavi_median_dry
"(47, 76)",ratio_median_dry
"(42, 78)",red_median
"(61, 81)",red_median_dry_contrast
"(46, 82)",red_median_wet
"(16, 86)",ri_median_wet
"(43, 87)",rvi_median
"(38, 88)",rvi_median_1
"(56, 90)",shape_median
"(26, 91)",shape_median_dry
"(37, 92)",shape_median_wet
"(9, 94)",swir1_median
"(8, 95)",swir1_median_dry
"(28, 96)",swir1_median_wet
"(4, 97)",swir1_stdDev
"(2, 98)",swir2_median
"(53, 99)",swir2_median_dry
"(34, 100)",swir2_median_wet
"(13, 101)",swir2_stdDev
"(22, 102)",ui_median
"(1, 103)",ui_median_dry
"(36, 104)",ui_median_wet
"(10, 106)",wetness_median_dry
"(30, 107)",wetness_median_wet
