ranking,features
"(4, 4)",avi_median_dry
"(14, 6)",awei_median
"(45, 7)",awei_median_dry
"(23, 8)",awei_median_wet
"(40, 9)",blue_median
"(55, 10)",blue_median_dry
"(33, 11)",blue_median_wet
"(1, 12)",blue_stdDev
"(24, 13)",brba_median
"(30, 15)",brba_median_wet
"(5, 16)",brightness_median
"(8, 17)",brightness_median_dry
"(2, 22)",cvi_median
"(37, 23)",cvi_median_dry
"(35, 24)",cvi_median_wet
"(25, 25)",dswi5_median
"(38, 26)",dswi5_median_dry
"(57, 28)",evi_median
"(1, 29)",evi_median_dry
"(58, 30)",evi_median_wet
"(41, 31)",gcvi_median
"(6, 32)",gcvi_median_dry
"(29, 33)",gcvi_median_wet
"(1, 35)",gemi_median_dry
"(43, 36)",gemi_median_wet
"(20, 37)",gli_median
"(28, 39)",gli_median_wet
"(1, 40)",green_median
"(18, 41)",green_median_dry
"(17, 42)",green_median_wet
"(12, 44)",gvmi_median
"(1, 45)",gvmi_median_dry
"(39, 48)",iia_median
"(22, 49)",iia_median_dry
"(32, 50)",iia_median_wet
"(11, 52)",lswi_median_dry
"(54, 53)",lswi_median_wet
"(31, 54)",mbi_median
"(7, 56)",mbi_median_wet
"(46, 59)",nddi_median_wet
"(13, 61)",ndvi_median_dry
"(52, 62)",ndvi_median_wet
"(49, 64)",ndwi_median_dry
"(19, 68)",nir_median_dry
"(44, 69)",nir_median_dry_contrast
"(53, 70)",nir_median_wet
"(56, 72)",osavi_median
"(15, 73)",osavi_median_dry
"(62, 74)",osavi_median_wet
"(60, 77)",ratio_median_wet
"(26, 78)",red_median
"(42, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(48, 82)",red_median_wet
"(9, 83)",red_stdDev
"(50, 85)",ri_median_dry
"(21, 86)",ri_median_wet
"(36, 88)",rvi_median_1
"(34, 89)",rvi_median_wet
"(10, 90)",shape_median
"(3, 92)",shape_median_wet
"(1, 94)",swir1_median
"(61, 95)",swir1_median_dry
"(16, 96)",swir1_median_wet
"(59, 100)",swir2_median_wet
"(47, 103)",ui_median_dry
"(27, 106)",wetness_median_dry
"(51, 107)",wetness_median_wet
