ranking,features
"(3, 0)",afvi_median
"(45, 2)",afvi_median_wet
"(41, 4)",avi_median_dry
"(24, 5)",avi_median_wet
"(22, 6)",awei_median
"(47, 8)",awei_median_wet
"(60, 9)",blue_median
"(37, 12)",blue_stdDev
"(35, 14)",brba_median_dry
"(1, 15)",brba_median_wet
"(57, 17)",brightness_median_dry
"(50, 18)",brightness_median_wet
"(11, 19)",bsi_median
"(1, 20)",bsi_median_1
"(1, 21)",bsi_median_2
"(49, 23)",cvi_median_dry
"(32, 24)",cvi_median_wet
"(43, 29)",evi_median_dry
"(1, 30)",evi_median_wet
"(4, 31)",gcvi_median
"(25, 32)",gcvi_median_dry
"(18, 33)",gcvi_median_wet
"(58, 34)",gemi_median
"(14, 35)",gemi_median_dry
"(39, 36)",gemi_median_wet
"(42, 37)",gli_median
"(15, 39)",gli_median_wet
"(29, 41)",green_median_dry
"(56, 43)",green_stdDev
"(54, 47)",hillshade
"(27, 48)",iia_median
"(8, 50)",iia_median_wet
"(59, 53)",lswi_median_wet
"(40, 56)",mbi_median_wet
"(12, 57)",nddi_median
"(23, 58)",nddi_median_dry
"(46, 63)",ndwi_median
"(62, 64)",ndwi_median_dry
"(1, 67)",nir_median_contrast
"(2, 68)",nir_median_dry
"(19, 69)",nir_median_dry_contrast
"(55, 70)",nir_median_wet
"(30, 71)",nir_stdDev
"(17, 72)",osavi_median
"(13, 75)",ratio_median
"(52, 78)",red_median
"(16, 79)",red_median_contrast
"(5, 80)",red_median_dry
"(10, 81)",red_median_dry_contrast
"(28, 82)",red_median_wet
"(21, 83)",red_stdDev
"(7, 84)",ri_median
"(1, 85)",ri_median_dry
"(33, 86)",ri_median_wet
"(34, 87)",rvi_median
"(31, 90)",shape_median
"(1, 92)",shape_median_wet
"(38, 93)",solpe
"(36, 95)",swir1_median_dry
"(61, 96)",swir1_median_wet
"(26, 97)",swir1_stdDev
"(48, 98)",swir2_median
"(51, 99)",swir2_median_dry
"(44, 100)",swir2_median_wet
"(9, 101)",swir2_stdDev
"(53, 105)",wetness_median
"(6, 106)",wetness_median_dry
"(20, 107)",wetness_median_wet
