ranking,features
"(13, 0)",afvi_median
"(42, 4)",avi_median_dry
"(40, 6)",awei_median
"(52, 8)",awei_median_wet
"(38, 10)",blue_median_dry
"(1, 11)",blue_median_wet
"(28, 12)",blue_stdDev
"(44, 13)",brba_median
"(22, 14)",brba_median_dry
"(50, 15)",brba_median_wet
"(49, 16)",brightness_median
"(48, 18)",brightness_median_wet
"(18, 19)",bsi_median
"(19, 20)",bsi_median_1
"(14, 21)",bsi_median_2
"(10, 22)",cvi_median
"(39, 25)",dswi5_median
"(21, 27)",dswi5_median_wet
"(8, 28)",evi_median
"(3, 29)",evi_median_dry
"(25, 30)",evi_median_wet
"(43, 31)",gcvi_median
"(1, 32)",gcvi_median_dry
"(1, 34)",gemi_median
"(26, 35)",gemi_median_dry
"(34, 36)",gemi_median_wet
"(32, 40)",green_median
"(1, 41)",green_median_dry
"(11, 44)",gvmi_median
"(1, 46)",gvmi_median_wet
"(23, 47)",hillshade
"(35, 49)",iia_median_dry
"(6, 50)",iia_median_wet
"(30, 52)",lswi_median_dry
"(27, 53)",lswi_median_wet
"(1, 54)",mbi_median
"(1, 55)",mbi_median_dry
"(47, 59)",nddi_median_wet
"(16, 60)",ndvi_median
"(7, 62)",ndvi_median_wet
"(24, 63)",ndwi_median
"(54, 65)",ndwi_median_wet
"(1, 66)",nir_median
"(15, 68)",nir_median_dry
"(41, 70)",nir_median_wet
"(5, 71)",nir_stdDev
"(1, 72)",osavi_median
"(2, 73)",osavi_median_dry
"(55, 74)",osavi_median_wet
"(46, 76)",ratio_median_dry
"(9, 77)",ratio_median_wet
"(33, 78)",red_median
"(36, 79)",red_median_contrast
"(17, 82)",red_median_wet
"(12, 86)",ri_median_wet
"(4, 87)",rvi_median
"(20, 88)",rvi_median_1
"(1, 89)",rvi_median_wet
"(56, 90)",shape_median
"(45, 91)",shape_median_dry
"(1, 93)",solpe
"(29, 94)",swir1_median
"(1, 96)",swir1_median_wet
"(37, 97)",swir1_stdDev
"(53, 99)",swir2_median_dry
"(31, 103)",ui_median_dry
"(51, 105)",wetness_median
"(1, 107)",wetness_median_wet
