ranking,features
"(44, 0)",afvi_median
"(1, 1)",afvi_median_dry
"(24, 3)",avi_median
"(6, 4)",avi_median_dry
"(51, 5)",avi_median_wet
"(56, 6)",awei_median
"(48, 7)",awei_median_dry
"(30, 8)",awei_median_wet
"(1, 9)",blue_median
"(23, 11)",blue_median_wet
"(15, 12)",blue_stdDev
"(27, 13)",brba_median
"(4, 14)",brba_median_dry
"(54, 16)",brightness_median
"(1, 17)",brightness_median_dry
"(9, 22)",cvi_median
"(19, 23)",cvi_median_dry
"(16, 24)",cvi_median_wet
"(38, 31)",gcvi_median
"(40, 32)",gcvi_median_dry
"(11, 35)",gemi_median_dry
"(35, 37)",gli_median
"(53, 38)",gli_median_dry
"(22, 39)",gli_median_wet
"(34, 40)",green_median
"(3, 41)",green_median_dry
"(21, 43)",green_stdDev
"(10, 47)",hillshade
"(18, 48)",iia_median
"(1, 50)",iia_median_wet
"(60, 51)",lswi_median
"(41, 53)",lswi_median_wet
"(55, 55)",mbi_median_dry
"(33, 56)",mbi_median_wet
"(37, 58)",nddi_median_dry
"(26, 62)",ndvi_median_wet
"(7, 64)",ndwi_median_dry
"(32, 66)",nir_median
"(20, 67)",nir_median_contrast
"(12, 68)",nir_median_dry
"(29, 69)",nir_median_dry_contrast
"(57, 70)",nir_median_wet
"(31, 71)",nir_stdDev
"(49, 72)",osavi_median
"(59, 74)",osavi_median_wet
"(1, 77)",ratio_median_wet
"(14, 78)",red_median
"(1, 79)",red_median_contrast
"(1, 80)",red_median_dry
"(2, 81)",red_median_dry_contrast
"(1, 83)",red_stdDev
"(46, 84)",ri_median
"(50, 85)",ri_median_dry
"(28, 86)",ri_median_wet
"(1, 89)",rvi_median_wet
"(45, 92)",shape_median_wet
"(5, 93)",solpe
"(39, 94)",swir1_median
"(58, 95)",swir1_median_dry
"(47, 97)",swir1_stdDev
"(42, 98)",swir2_median
"(17, 99)",swir2_median_dry
"(36, 100)",swir2_median_wet
"(25, 101)",swir2_stdDev
"(43, 103)",ui_median_dry
"(13, 105)",wetness_median
"(8, 106)",wetness_median_dry
"(52, 107)",wetness_median_wet
