ranking,features
"(38, 1)",afvi_median_dry
"(25, 2)",afvi_median_wet
"(9, 4)",avi_median_dry
"(33, 5)",avi_median_wet
"(13, 7)",awei_median_dry
"(32, 9)",blue_median
"(19, 10)",blue_median_dry
"(45, 13)",brba_median
"(53, 16)",brightness_median
"(29, 18)",brightness_median_wet
"(18, 24)",cvi_median_wet
"(1, 25)",dswi5_median
"(27, 26)",dswi5_median_dry
"(17, 27)",dswi5_median_wet
"(50, 28)",evi_median
"(1, 29)",evi_median_dry
"(1, 30)",evi_median_wet
"(2, 31)",gcvi_median
"(4, 32)",gcvi_median_dry
"(61, 35)",gemi_median_dry
"(24, 36)",gemi_median_wet
"(47, 37)",gli_median
"(6, 38)",gli_median_dry
"(1, 44)",gvmi_median
"(56, 45)",gvmi_median_dry
"(3, 46)",gvmi_median_wet
"(16, 47)",hillshade
"(1, 48)",iia_median
"(5, 49)",iia_median_dry
"(42, 50)",iia_median_wet
"(10, 51)",lswi_median
"(57, 52)",lswi_median_dry
"(8, 53)",lswi_median_wet
"(44, 54)",mbi_median
"(48, 55)",mbi_median_dry
"(20, 56)",mbi_median_wet
"(34, 59)",nddi_median_wet
"(23, 61)",ndvi_median_dry
"(41, 63)",ndwi_median
"(55, 64)",ndwi_median_dry
"(11, 65)",ndwi_median_wet
"(59, 66)",nir_median
"(58, 67)",nir_median_contrast
"(35, 70)",nir_median_wet
"(39, 71)",nir_stdDev
"(31, 72)",osavi_median
"(15, 73)",osavi_median_dry
"(46, 74)",osavi_median_wet
"(30, 75)",ratio_median
"(1, 76)",ratio_median_dry
"(49, 77)",ratio_median_wet
"(21, 84)",ri_median
"(14, 85)",ri_median_dry
"(43, 86)",ri_median_wet
"(37, 87)",rvi_median
"(12, 88)",rvi_median_1
"(52, 89)",rvi_median_wet
"(54, 90)",shape_median
"(1, 91)",shape_median_dry
"(40, 92)",shape_median_wet
"(26, 93)",solpe
"(60, 94)",swir1_median
"(28, 95)",swir1_median_dry
"(22, 98)",swir2_median
"(36, 99)",swir2_median_dry
"(7, 102)",ui_median
"(51, 103)",ui_median_dry
"(62, 105)",wetness_median
